Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"West Tex/New Mexico",Weekly,"2022-01-03 00:00:00",Conventional,0.912305922,884339.90,238818.56,98125.26,8558.53,375383.56,,,,163453.99
Wichita,Weekly,"2022-01-23 00:00:00",Conventional,1.040218570,104117.09,24364.33,2651.20,15.56,26830.22,,,,50255.78
Wichita,Weekly,"2022-01-16 00:00:00",Conventional,1.130275391,96440.30,21045.78,3432.94,1.89,29891.44,,,,42068.24
Wichita,Weekly,"2022-01-09 00:00:00",Conventional,1.063400443,91122.49,19876.52,6774.03,2.17,24440.63,,,,40029.15
Wichita,Weekly,"2022-01-03 00:00:00",Conventional,1.021537386,89212.01,18181.85,6184.32,5.42,29254.67,,,,35585.75
California,Weekly,"2022-01-23 00:00:00",Conventional,1.426292325,5934897.87,1542076.29,562079.04,163560.59,1315035.76,,,,2352146.18
California,Weekly,"2022-01-16 00:00:00",Conventional,1.412093977,5909254.16,1714591.20,549155.00,135207.19,1441219.87,,,,2069080.90
California,Weekly,"2022-01-09 00:00:00",Conventional,1.275700710,6168021.13,1382604.52,691142.75,165735.32,1454580.16,,,,2473958.37
California,Weekly,"2022-01-03 00:00:00",Conventional,1.204160742,6309795.37,1328170.40,778296.63,182941.17,1309717.65,,,,2710669.51
"Great Lakes",Weekly,"2022-01-23 00:00:00",Conventional,1.205796938,3972117.03,984900.78,503376.17,225913.18,836305.08,,,,1421621.83
"Great Lakes",Weekly,"2022-01-16 00:00:00",Conventional,1.133069484,4222604.01,1064787.03,429619.16,141170.87,995313.87,,,,1591713.09
"Great Lakes",Weekly,"2022-01-09 00:00:00",Conventional,1.079471904,4211116.20,1281752.61,431599.49,146823.32,832116.95,,,,1518823.83
"Great Lakes",Weekly,"2022-01-03 00:00:00",Conventional,0.940627899,4903981.56,1106859.87,735858.85,379234.20,789912.39,,,,1892116.25
Midsouth,Weekly,"2022-01-23 00:00:00",Conventional,1.303678822,3634375.94,1218808.03,497566.39,12687.55,1250375.87,,,,654938.10
Midsouth,Weekly,"2022-01-16 00:00:00",Conventional,1.224143835,4242944.80,1355900.48,548332.81,13407.59,1446441.13,,,,878862.78
Midsouth,Weekly,"2022-01-09 00:00:00",Conventional,1.108097461,4263565.80,1525541.35,564971.17,15280.60,1375580.73,,,,782191.93
Midsouth,Weekly,"2022-01-03 00:00:00",Conventional,1.096527159,4040403.36,1338382.50,493264.92,15253.58,1416662.62,,,,776839.74
Northeast,Weekly,"2022-01-23 00:00:00",Conventional,1.419426920,5224821.87,1205715.78,1896277.32,1201.60,1717455.38,,,,404171.79
Northeast,Weekly,"2022-01-16 00:00:00",Conventional,1.348573984,5893124.13,1649183.56,1947744.65,1440.30,1767996.03,,,,526759.59
Northeast,Weekly,"2022-01-09 00:00:00",Conventional,1.372697887,5333437.47,1246494.22,1970650.48,1465.21,1706592.15,,,,408235.42
Northeast,Weekly,"2022-01-03 00:00:00",Conventional,1.256217667,5397153.96,1620128.78,2038103.74,1229.91,1365776.24,,,,371915.30
Plains,Weekly,"2022-01-23 00:00:00",Conventional,1.284293231,1810913.41,578016.69,324800.64,1787.62,543673.69,,,,362634.77
Plains,Weekly,"2022-01-16 00:00:00",Conventional,1.264119091,1886878.31,536119.93,354942.25,2134.31,631216.24,,,,362465.58
Plains,Weekly,"2022-01-09 00:00:00",Conventional,1.213142197,1726734.37,503548.96,351139.70,1579.52,534220.84,,,,336245.36
Plains,Weekly,"2022-01-03 00:00:00",Conventional,1.018229638,1950985.34,541724.69,566324.98,2116.42,521507.32,,,,319311.93
"South Central",Weekly,"2022-01-23 00:00:00",Conventional,1.074832890,4886704.65,1653500.37,548357.67,68143.00,1535516.81,,,,1081186.80
"South Central",Weekly,"2022-01-16 00:00:00",Conventional,1.067185960,5092528.08,1723805.65,493543.36,70219.49,1673659.66,,,,1131299.92
"South Central",Weekly,"2022-01-09 00:00:00",Conventional,0.996252109,4795388.56,1533911.44,646062.65,67758.49,1485922.69,,,,1061733.29
"South Central",Weekly,"2022-01-03 00:00:00",Conventional,0.859506893,5306150.57,1656356.87,670286.62,68721.06,1928229.46,,,,982556.57
Southeast,Weekly,"2022-01-23 00:00:00",Conventional,1.266365524,4652113.04,2044222.15,169445.85,2952.37,1236302.28,,,,1199190.39
Southeast,Weekly,"2022-01-16 00:00:00",Conventional,1.254142283,5039884.41,2191731.68,192234.53,3071.71,1284614.19,,,,1368232.30
Southeast,Weekly,"2022-01-09 00:00:00",Conventional,1.206295262,4872135.04,2181869.46,201978.20,2965.04,1216460.45,,,,1268861.89
Southeast,Weekly,"2022-01-03 00:00:00",Conventional,1.064581655,5028583.23,2377384.54,185570.40,2792.08,1185332.00,,,,1277504.48
West,Weekly,"2022-01-23 00:00:00",Conventional,1.216607247,6792907.22,1564098.75,619077.46,30263.38,1542122.22,,,,3037345.40
West,Weekly,"2022-01-16 00:00:00",Conventional,1.287942031,6607770.93,1452195.79,596755.93,27206.38,1559470.99,,,,2972141.83
West,Weekly,"2022-01-09 00:00:00",Conventional,1.133430678,6886368.02,1421427.09,749746.65,33078.32,1579596.87,,,,3102519.09
West,Weekly,"2022-01-03 00:00:00",Conventional,1.026909176,7036005.57,1427840.67,776648.62,35648.66,1404477.93,,,,3391389.69
"Total U.S.",Weekly,"2022-01-23 00:00:00",Conventional,1.277267829,36908851.02,10791338.84,5120980.55,506509.29,9976787.10,,,,10513235.25
"Total U.S.",Weekly,"2022-01-16 00:00:00",Conventional,1.257778635,38894988.83,11688315.32,5112327.68,393857.85,10799932.00,,,,10900555.99
"Total U.S.",Weekly,"2022-01-09 00:00:00",Conventional,1.176644652,38256766.59,11077149.65,5607291.10,434685.82,10185070.84,,,,10952569.19
"Total U.S.",Weekly,"2022-01-03 00:00:00",Conventional,1.064395452,39973058.96,11396848.31,6244354.74,687937.09,9921615.62,,,,11722303.47
Albany,Weekly,"2022-01-23 00:00:00",Organic,1.698888093,3155.63,118.85,424.18,0.00,2486.46,,,,126.14
Albany,Weekly,"2022-01-16 00:00:00",Organic,1.690633688,3938.88,112.59,417.99,0.00,3183.40,,,,224.90
Albany,Weekly,"2022-01-09 00:00:00",Organic,1.720818247,4070.15,126.70,416.71,0.00,3327.30,,,,199.44
Albany,Weekly,"2022-01-03 00:00:00",Organic,1.771012237,3149.31,60.05,591.91,0.00,2385.64,,,,111.71
Atlanta,Weekly,"2022-01-23 00:00:00",Organic,1.702790466,23522.47,236.00,2416.14,0.00,6028.02,,,,14842.30
Atlanta,Weekly,"2022-01-16 00:00:00",Organic,1.675818673,34072.51,267.61,3539.39,0.00,12336.44,,,,17929.08
Atlanta,Weekly,"2022-01-09 00:00:00",Organic,1.793453655,30087.93,51.10,2668.58,0.00,13119.02,,,,14249.23
Atlanta,Weekly,"2022-01-03 00:00:00",Organic,1.835274862,27971.19,76.71,2202.92,0.00,12652.03,,,,13039.53
Baltimore/Washington,Weekly,"2022-01-23 00:00:00",Organic,1.782612700,51900.06,448.99,3523.91,2.30,42729.95,,,,5194.92
Baltimore/Washington,Weekly,"2022-01-16 00:00:00",Organic,1.691309235,61574.46,520.65,3844.35,2.30,52137.25,,,,5069.91
Baltimore/Washington,Weekly,"2022-01-09 00:00:00",Organic,1.754326356,62635.00,597.29,3774.60,9.22,53684.91,,,,4568.99
Baltimore/Washington,Weekly,"2022-01-03 00:00:00",Organic,1.758396649,49499.83,515.17,3148.23,5.76,41729.40,,,,4101.27
Birmingham/Montgomery,Weekly,"2022-01-23 00:00:00",Organic,1.444066090,10303.18,146.79,270.75,0.00,7064.77,,,,2820.87
Birmingham/Montgomery,Weekly,"2022-01-16 00:00:00",Organic,1.527862621,12969.50,97.98,333.81,0.00,10080.11,,,,2457.61
Birmingham/Montgomery,Weekly,"2022-01-09 00:00:00",Organic,1.508322752,13034.01,43.24,221.22,0.00,9898.55,,,,2871.00
Birmingham/Montgomery,Weekly,"2022-01-03 00:00:00",Organic,1.535239839,11927.39,36.39,118.54,0.00,9026.40,,,,2746.07
Boise,Weekly,"2022-01-23 00:00:00",Organic,1.815434328,8283.92,2.84,717.06,0.00,4197.81,,,,3366.22
Boise,Weekly,"2022-01-16 00:00:00",Organic,2.315289627,5775.53,4.88,568.00,0.00,2120.53,,,,3082.11
Boise,Weekly,"2022-01-09 00:00:00",Organic,1.987093023,7310.39,10.70,609.60,1.22,3494.47,,,,3194.41
Boise,Weekly,"2022-01-03 00:00:00",Organic,2.106973910,7251.71,82.71,681.30,0.00,2616.53,,,,3871.16
Boston,Weekly,"2022-01-23 00:00:00",Organic,1.810775062,37040.30,130.01,1857.00,0.00,34151.93,,,,901.36
Boston,Weekly,"2022-01-16 00:00:00",Organic,1.831626566,33333.16,244.68,1853.01,0.00,30292.56,,,,942.91
Boston,Weekly,"2022-01-09 00:00:00",Organic,1.829078057,37018.87,139.92,2197.48,0.00,33678.39,,,,1003.07
Boston,Weekly,"2022-01-03 00:00:00",Organic,1.810751874,26666.85,65.29,2122.94,0.00,23690.35,,,,788.27
Buffalo/Rochester,Weekly,"2022-01-23 00:00:00",Organic,1.598427287,10670.00,1385.06,87.59,0.00,9195.24,,,,2.10
Buffalo/Rochester,Weekly,"2022-01-16 00:00:00",Organic,1.704389497,12651.95,1149.83,70.69,0.00,11421.98,,,,9.45
Buffalo/Rochester,Weekly,"2022-01-09 00:00:00",Organic,1.669187303,15679.33,1347.09,115.97,0.00,14216.27,,,,0.00
Buffalo/Rochester,Weekly,"2022-01-03 00:00:00",Organic,1.700042250,11298.54,1267.39,117.10,0.00,9914.05,,,,0.00
Charlotte,Weekly,"2022-01-23 00:00:00",Organic,1.662365727,19450.69,134.22,2721.45,28.38,15626.03,,,,940.63
Charlotte,Weekly,"2022-01-16 00:00:00",Organic,1.738038421,17493.45,126.91,2958.55,43.79,13864.16,,,,500.04
Charlotte,Weekly,"2022-01-09 00:00:00",Organic,1.479966694,25297.39,120.71,2705.59,16.94,21633.68,,,,820.46
Charlotte,Weekly,"2022-01-03 00:00:00",Organic,1.709700720,21453.61,96.97,2689.21,30.25,17579.39,,,,1057.80
Chicago,Weekly,"2022-01-23 00:00:00",Organic,1.618544744,57135.75,666.90,4929.62,0.00,20616.84,,,,30922.39
Chicago,Weekly,"2022-01-16 00:00:00",Organic,1.608888981,50525.16,594.21,4436.96,0.00,18288.96,,,,27205.03
Chicago,Weekly,"2022-01-09 00:00:00",Organic,1.685805996,41366.75,302.46,3337.19,0.00,17349.80,,,,20377.30
Chicago,Weekly,"2022-01-03 00:00:00",Organic,1.682413747,40505.42,369.98,3194.97,0.00,15357.69,,,,21582.78
Cincinnati/Dayton,Weekly,"2022-01-23 00:00:00",Organic,1.958444420,13887.90,508.05,1910.53,0.00,2564.15,,,,8905.17
Cincinnati/Dayton,Weekly,"2022-01-16 00:00:00",Organic,1.861906951,14986.40,541.66,2277.30,0.00,2545.60,,,,9621.84
Cincinnati/Dayton,Weekly,"2022-01-09 00:00:00",Organic,1.950763557,13736.62,570.22,2225.02,0.00,2279.39,,,,8662.00
Cincinnati/Dayton,Weekly,"2022-01-03 00:00:00",Organic,1.833717180,14180.69,512.72,2109.47,0.00,2018.11,,,,9540.40
Columbus,Weekly,"2022-01-23 00:00:00",Organic,1.778144711,9023.01,312.08,877.50,0.00,3480.28,,,,4353.15
Columbus,Weekly,"2022-01-16 00:00:00",Organic,1.646888999,8978.73,413.42,1010.31,0.00,3182.27,,,,4372.73
Columbus,Weekly,"2022-01-09 00:00:00",Organic,1.728216139,7932.52,339.66,903.13,0.00,2880.87,,,,3808.87
Columbus,Weekly,"2022-01-03 00:00:00",Organic,1.742868332,8319.14,385.34,819.76,0.00,2859.39,,,,4254.65
"Dallas/Ft. Worth",Weekly,"2022-01-23 00:00:00",Organic,1.505397042,42494.33,5786.90,365.89,0.00,29186.18,,,,7155.36
"Dallas/Ft. Worth",Weekly,"2022-01-16 00:00:00",Organic,1.504182121,46694.38,4184.92,248.45,0.00,33206.90,,,,9054.11
"Dallas/Ft. Worth",Weekly,"2022-01-09 00:00:00",Organic,1.482099513,47610.23,4550.05,222.84,0.00,31687.43,,,,11149.90
"Dallas/Ft. Worth",Weekly,"2022-01-03 00:00:00",Organic,1.482326789,46152.35,4432.96,313.61,0.00,30008.36,,,,11397.41
Denver,Weekly,"2022-01-23 00:00:00",Organic,1.558311861,60355.17,5886.02,824.28,1.07,15085.35,,,,38558.45
Denver,Weekly,"2022-01-16 00:00:00",Organic,1.730471787,43335.79,9331.99,1255.87,3.22,10598.44,,,,22146.27
Denver,Weekly,"2022-01-09 00:00:00",Organic,1.620948630,90360.19,9364.96,1254.10,89.12,8255.63,,,,71396.39
Denver,Weekly,"2022-01-03 00:00:00",Organic,1.617796294,90680.51,8082.13,1058.47,44.01,10673.25,,,,70822.65
Detroit,Weekly,"2022-01-23 00:00:00",Organic,1.450662107,21869.06,227.95,1313.29,0.00,14578.57,,,,5749.25
Detroit,Weekly,"2022-01-16 00:00:00",Organic,1.274631020,22812.19,288.47,1375.96,0.00,16047.11,,,,5100.65
Detroit,Weekly,"2022-01-09 00:00:00",Organic,1.384197993,20198.65,381.19,1610.50,0.00,13570.07,,,,4636.90
Detroit,Weekly,"2022-01-03 00:00:00",Organic,1.389174301,18847.22,940.51,1494.76,0.00,11019.75,,,,5392.20
"Grand Rapids",Weekly,"2022-01-23 00:00:00",Organic,1.204220741,10994.44,12.03,909.30,0.00,10073.11,,,,0.00
"Grand Rapids",Weekly,"2022-01-16 00:00:00",Organic,0.968487146,18571.06,13.22,1388.32,0.00,17169.52,,,,0.00
"Grand Rapids",Weekly,"2022-01-09 00:00:00",Organic,1.162504998,10447.30,8.41,1635.61,0.00,8803.29,,,,0.00
"Grand Rapids",Weekly,"2022-01-03 00:00:00",Organic,1.284794833,7668.19,9.62,1098.67,0.00,6559.91,,,,0.00
Harrisburg/Scranton,Weekly,"2022-01-23 00:00:00",Organic,1.565728332,17573.37,754.62,505.63,0.00,16292.53,,,,20.59
Harrisburg/Scranton,Weekly,"2022-01-16 00:00:00",Organic,1.619458951,22059.61,682.66,617.19,0.00,20651.88,,,,107.88
Harrisburg/Scranton,Weekly,"2022-01-09 00:00:00",Organic,1.573505266,22084.05,431.69,639.34,0.00,20957.70,,,,55.32
Harrisburg/Scranton,Weekly,"2022-01-03 00:00:00",Organic,1.562792712,16219.09,408.23,512.95,0.00,15246.21,,,,51.71
Hartford/Springfield,Weekly,"2022-01-23 00:00:00",Organic,1.866695136,20135.72,1756.70,5322.32,3.35,13012.30,,,,41.06
Hartford/Springfield,Weekly,"2022-01-16 00:00:00",Organic,1.872771965,19507.36,959.01,4921.01,0.00,13498.04,,,,129.31
Hartford/Springfield,Weekly,"2022-01-09 00:00:00",Organic,1.833275419,24156.27,967.65,5944.18,0.00,17178.31,,,,66.13
Hartford/Springfield,Weekly,"2022-01-03 00:00:00",Organic,1.947423802,14783.03,795.55,5255.97,0.00,8656.93,,,,74.57
Houston,Weekly,"2022-01-23 00:00:00",Organic,1.740438203,13984.37,4424.88,46.88,0.00,3669.36,,,,5843.25
Houston,Weekly,"2022-01-16 00:00:00",Organic,2.095803953,11931.48,4367.71,25.72,0.00,1697.98,,,,5840.07
Houston,Weekly,"2022-01-09 00:00:00",Organic,1.782653267,14217.77,4961.46,21.05,0.00,2187.02,,,,7048.24
Houston,Weekly,"2022-01-03 00:00:00",Organic,1.721183056,14056.99,5415.49,14.04,0.00,1880.55,,,,6746.91
Indianapolis,Weekly,"2022-01-23 00:00:00",Organic,1.651808848,8722.92,140.35,766.18,0.00,4738.89,,,,3077.50
Indianapolis,Weekly,"2022-01-16 00:00:00",Organic,1.513367246,9855.15,226.39,740.94,0.00,5698.91,,,,3188.91
Indianapolis,Weekly,"2022-01-09 00:00:00",Organic,1.604007507,8681.61,181.56,845.45,0.00,4674.43,,,,2980.17
Indianapolis,Weekly,"2022-01-03 00:00:00",Organic,1.612303748,8751.32,141.89,931.55,0.00,4252.50,,,,3425.38
Jacksonville,Weekly,"2022-01-23 00:00:00",Organic,1.025414429,28633.88,178.01,158.34,0.00,24214.34,,,,4083.19
Jacksonville,Weekly,"2022-01-16 00:00:00",Organic,1.132732003,19008.29,162.48,156.27,0.00,13027.83,,,,5661.72
Jacksonville,Weekly,"2022-01-09 00:00:00",Organic,1.028262744,28087.88,115.90,151.08,0.00,20933.43,,,,6887.47
Jacksonville,Weekly,"2022-01-03 00:00:00",Organic,1.071925327,26792.96,114.43,116.95,0.00,17770.30,,,,8791.28
"Las Vegas",Weekly,"2022-01-23 00:00:00",Organic,1.488704458,16113.42,789.47,438.58,0.00,8088.28,,,,6797.09
"Las Vegas",Weekly,"2022-01-16 00:00:00",Organic,1.653366890,13138.33,991.06,468.28,0.00,4530.23,,,,7148.77
"Las Vegas",Weekly,"2022-01-09 00:00:00",Organic,1.560452544,13662.33,750.14,381.30,0.00,6520.50,,,,6010.39
"Las Vegas",Weekly,"2022-01-03 00:00:00",Organic,1.677353045,11664.68,820.17,426.11,0.00,4053.13,,,,6365.28
"Los Angeles",Weekly,"2022-01-23 00:00:00",Organic,1.871081037,138845.37,6709.60,2310.77,4.18,45542.18,,,,84278.64
"Los Angeles",Weekly,"2022-01-16 00:00:00",Organic,1.789230042,179197.63,6272.46,2351.89,2.78,64862.93,,,,105707.56
"Los Angeles",Weekly,"2022-01-09 00:00:00",Organic,1.900316255,108697.69,5082.48,2663.87,0.00,39604.63,,,,61346.71
"Los Angeles",Weekly,"2022-01-03 00:00:00",Organic,1.803252556,131215.91,5785.33,2336.97,0.00,53143.50,,,,69950.11
Louisville,Weekly,"2022-01-23 00:00:00",Organic,1.628660141,5912.43,0.00,989.12,0.00,825.90,,,,4097.41
Louisville,Weekly,"2022-01-16 00:00:00",Organic,1.532791759,6415.04,6.72,913.40,0.00,1512.02,,,,3982.89
Louisville,Weekly,"2022-01-09 00:00:00",Organic,1.579712462,6647.52,1.05,1026.39,0.00,1045.17,,,,4574.92
Louisville,Weekly,"2022-01-03 00:00:00",Organic,1.796677487,4908.66,3.16,698.93,0.00,1083.77,,,,3122.79
"Miami/Ft. Lauderdale",Weekly,"2022-01-23 00:00:00",Organic,1.027802640,115457.75,678.84,4.51,0.00,110203.07,,,,4571.33
"Miami/Ft. Lauderdale",Weekly,"2022-01-16 00:00:00",Organic,0.994483470,127395.79,252.58,0.00,0.00,111338.59,,,,15804.63
"Miami/Ft. Lauderdale",Weekly,"2022-01-09 00:00:00",Organic,0.989208228,131137.01,273.70,0.00,0.00,104915.90,,,,25947.41
"Miami/Ft. Lauderdale",Weekly,"2022-01-03 00:00:00",Organic,1.038777773,123291.16,226.58,13.57,0.00,84606.62,,,,38444.39
Nashville,Weekly,"2022-01-23 00:00:00",Organic,1.594955710,12651.67,102.54,1590.47,0.00,4183.70,,,,6774.96
Nashville,Weekly,"2022-01-16 00:00:00",Organic,1.556961361,18918.69,38.17,1959.64,0.00,7954.30,,,,8966.58
Nashville,Weekly,"2022-01-09 00:00:00",Organic,1.535412614,17541.29,20.25,1587.97,0.00,8907.40,,,,7025.67
Nashville,Weekly,"2022-01-03 00:00:00",Organic,1.679726587,15845.12,40.85,1215.50,0.00,8184.32,,,,6404.46
"Northern New England",Weekly,"2022-01-23 00:00:00",Organic,1.956232138,15799.07,205.01,407.88,1.35,13221.72,,,,1963.11
"Northern New England",Weekly,"2022-01-16 00:00:00",Organic,1.957572646,15907.85,316.98,526.80,0.00,12961.23,,,,2102.84
"Northern New England",Weekly,"2022-01-09 00:00:00",Organic,1.980351373,17324.50,243.30,708.60,0.00,13993.16,,,,2379.44
"Northern New England",Weekly,"2022-01-03 00:00:00",Organic,1.969356857,14360.86,162.17,524.09,0.00,12244.02,,,,1430.58
"New Orleans/Mobile",Weekly,"2022-01-23 00:00:00",Organic,1.237506151,14310.46,475.97,30.31,0.00,13085.77,,,,718.41
"New Orleans/Mobile",Weekly,"2022-01-16 00:00:00",Organic,1.245122670,14652.25,199.11,13.96,0.00,13451.83,,,,987.35
"New Orleans/Mobile",Weekly,"2022-01-09 00:00:00",Organic,1.244575711,16806.69,193.08,48.82,0.00,15107.42,,,,1457.37
"New Orleans/Mobile",Weekly,"2022-01-03 00:00:00",Organic,1.243250522,14332.33,168.63,11.62,0.00,12559.78,,,,1592.31
"New York",Weekly,"2022-01-23 00:00:00",Organic,1.756739121,120439.34,26572.10,2693.86,6.02,83045.86,,,,8121.50
"New York",Weekly,"2022-01-16 00:00:00",Organic,1.763486965,119147.02,15449.09,2404.43,9.36,92609.10,,,,8675.04
"New York",Weekly,"2022-01-09 00:00:00",Organic,1.632055947,150858.14,12948.05,2678.87,1.55,126901.99,,,,8327.68
"New York",Weekly,"2022-01-03 00:00:00",Organic,1.803816134,86642.12,12926.16,2330.52,21.71,63949.97,,,,7413.75
Orlando,Weekly,"2022-01-23 00:00:00",Organic,1.032672572,98708.66,493.13,0.00,0.00,80633.64,,,,17581.89
Orlando,Weekly,"2022-01-16 00:00:00",Organic,0.984861212,93065.37,293.49,0.00,0.00,83034.85,,,,9737.04
Orlando,Weekly,"2022-01-09 00:00:00",Organic,0.932677464,97298.82,166.10,0.00,0.00,82506.93,,,,14625.79
Orlando,Weekly,"2022-01-03 00:00:00",Organic,0.934873403,86329.76,67.88,0.00,0.00,69451.65,,,,16810.24
Peoria/Springfield,Weekly,"2022-01-23 00:00:00",Organic,1.499253780,4549.49,26.07,348.24,0.00,3511.12,,,,664.07
Peoria/Springfield,Weekly,"2022-01-16 00:00:00",Organic,1.427632427,4342.48,17.23,246.96,0.00,3458.51,,,,619.77
Peoria/Springfield,Weekly,"2022-01-09 00:00:00",Organic,1.560806446,3468.00,25.30,482.56,0.00,2275.31,,,,684.84
Peoria/Springfield,Weekly,"2022-01-03 00:00:00",Organic,1.647222730,3436.93,19.38,439.21,0.00,2232.51,,,,745.82
Philadelphia,Weekly,"2022-01-23 00:00:00",Organic,1.668442244,31660.27,3719.26,1110.49,0.00,24006.11,,,,2824.41
Philadelphia,Weekly,"2022-01-16 00:00:00",Organic,1.730367676,33258.90,1950.88,1051.00,2.29,27231.22,,,,3023.51
Philadelphia,Weekly,"2022-01-09 00:00:00",Organic,1.631027353,37387.35,2153.40,981.12,0.00,31634.98,,,,2617.84
Philadelphia,Weekly,"2022-01-03 00:00:00",Organic,1.724112739,23026.82,1730.95,789.70,0.00,17928.22,,,,2577.94
Phoenix/Tucson,Weekly,"2022-01-23 00:00:00",Organic,1.440380113,34134.79,2656.68,1078.38,0.00,17105.42,,,,13294.31
Phoenix/Tucson,Weekly,"2022-01-16 00:00:00",Organic,1.490334141,32409.25,2932.36,1220.68,0.00,16581.21,,,,11675.01
Phoenix/Tucson,Weekly,"2022-01-09 00:00:00",Organic,1.508273923,30697.08,2015.31,1759.20,0.00,12976.03,,,,13946.54
Phoenix/Tucson,Weekly,"2022-01-03 00:00:00",Organic,1.539602702,27172.95,2305.24,1576.56,23.37,11364.54,,,,11903.24
Pittsburgh,Weekly,"2022-01-23 00:00:00",Organic,1.538314276,8223.27,743.23,0.00,0.00,6560.34,,,,919.71
Pittsburgh,Weekly,"2022-01-16 00:00:00",Organic,1.473300251,8744.74,1097.04,0.00,0.00,5857.55,,,,1790.15
Pittsburgh,Weekly,"2022-01-09 00:00:00",Organic,1.548204702,8441.68,831.75,4.07,0.00,6617.21,,,,988.65
Pittsburgh,Weekly,"2022-01-03 00:00:00",Organic,1.475654158,7846.03,1451.18,2.71,0.00,4653.48,,,,1738.66
Portland,Weekly,"2022-01-23 00:00:00",Organic,2.242547867,34720.26,143.84,5822.81,5.36,4727.89,,,,24020.36
Portland,Weekly,"2022-01-16 00:00:00",Organic,2.662019663,33771.19,33.20,5295.07,0.00,4704.66,,,,23738.27
Portland,Weekly,"2022-01-09 00:00:00",Organic,2.036839319,39434.54,25.38,5995.91,0.00,4771.59,,,,28641.65
Portland,Weekly,"2022-01-03 00:00:00",Organic,2.107416078,35632.74,43.65,4920.29,0.00,3629.85,,,,27038.95
Providence,Weekly,"2022-01-23 00:00:00",Organic,1.778449157,4867.23,13.32,41.56,0.00,4812.35,,,,0.00
Providence,Weekly,"2022-01-16 00:00:00",Organic,1.785518047,4145.70,45.86,23.31,0.00,4062.88,,,,13.65
