Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
West Tex/New Mexico,Weekly,27/09/2020 0:00,Conventional,0.807096377,884420.8,324493.09,92382.4,16022.98,286065.22,0,0,0,165457.11
West Tex/New Mexico,Weekly,4/10/2020 0:00,Conventional,0.751075534,969793.19,323665.81,88733.56,14273.09,367758.9,0,0,0,175361.82
West Tex/New Mexico,Weekly,11/10/2020 0:00,Conventional,0.724590132,965121.04,403156.03,99670.33,14967.61,273252.95,0,0,0,174074.12
West Tex/New Mexico,Weekly,18/10/2020 0:00,Conventional,0.708898037,935898.78,331310.77,135699.72,22943.18,272686.52,0,0,0,173258.58
West Tex/New Mexico,Weekly,25/10/2020 0:00,Conventional,0.749309535,905411.51,309547.51,99788.38,14176.81,303521.03,0,0,0,178377.79
West Tex/New Mexico,Weekly,1/11/2020 0:00,Conventional,0.724531496,932063.79,302489.15,81979.9,10922.59,369256.22,0,0,0,167415.94
West Tex/New Mexico,Weekly,8/11/2020 0:00,Conventional,0.768209666,907501.2,328637.33,88386.95,10305.07,306609.16,0,0,0,173562.7
West Tex/New Mexico,Weekly,15/11/2020 0:00,Conventional,0.710278146,1034560.07,315328.36,86498.16,10039.24,447257.87,0,0,0,175436.43
West Tex/New Mexico,Weekly,22/11/2020 0:00,Conventional,0.721340004,861697.93,295462.92,102365.19,13662.21,299375.51,0,0,0,150832.1
West Tex/New Mexico,Weekly,29/11/2020 0:00,Conventional,0.723691729,686035.48,222487.04,76414.92,10083.81,258147.44,0,0,0,118902.27
West Tex/New Mexico,Weekly,6/12/2020 0:00,Conventional,0.72272466,759272.84,263121.31,103173.19,13253.73,249151.63,0,0,0,130572.98
West Tex/New Mexico,Weekly,13/12/2020 0:00,Conventional,0.68020404,883706.45,238313.3,96548.6,11744.84,376662.41,0,0,0,160437.3
West Tex/New Mexico,Weekly,20/12/2020 0:00,Conventional,0.719857655,871631.25,283367.04,130243.43,15329.79,288753.78,0,0,0,153937.21
West Tex/New Mexico,Weekly,27/12/2020 0:00,Conventional,0.68183427,791433.59,240773.41,142926.01,17452.64,257319.38,0,0,0,132962.15
Wichita,Weekly,6/01/2020 0:00,Conventional,0.863307181,108407.05,38263.33,3758.2,292.92,19053.05,0,0,0,47039.56
Wichita,Weekly,12/01/2020 0:00,Conventional,0.858413172,117507.79,42021.64,3576.15,282.67,22273.65,0,0,0,49353.69
Wichita,Weekly,19/01/2020 0:00,Conventional,0.870316757,108386.99,40101.11,3732.71,274.08,21703.02,0,0,0,42576.07
Wichita,Weekly,26/01/2020 0:00,Conventional,0.96579191,99113.73,35199.2,3670.57,62.17,24495.71,0,0,0,35686.08
