Geography,Timeframe,Lat,Lng ,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Total U.S.,Weekly,,,3/05/2020 0:00,Organic,1.767086056,1738376.69,147427.13,190729.94,5544.53,800351.8,0,0,0,594323.28
Total U.S.,Weekly,,,10/05/2020 0:00,Organic,1.80344889,1828063.26,174115.02,196164.54,3512.06,843611.02,0,0,0,610660.61
Total U.S.,Weekly,,,17/05/2020 0:00,Organic,1.849102747,1725054.51,153740.48,175956.97,3938.84,885622.53,0,0,0,505795.69
Total U.S.,Weekly,,,24/05/2020 0:00,Organic,1.865378359,1722445.3,145543.71,157118.67,4520.2,913297.02,0,0,0,501965.69
Total U.S.,Weekly,,,31/05/2020 0:00,Organic,1.850402043,1644057.46,131321.43,155327.9,3279.2,895512.77,0,0,0,458616.15
Total U.S.,Weekly,,,7/06/2020 0:00,Organic,1.853130772,1682178.88,135209,155555.49,5436.82,894031.69,0,0,0,491945.88
Total U.S.,Weekly,,,14/06/2020 0:00,Organic,1.848803772,1631798.39,101115.86,153373.16,4932.97,869965.28,0,0,0,502411.11
Total U.S.,Weekly,,,21/06/2020 0:00,Organic,1.815613534,1650688.57,114314.25,147135.07,4881.42,885392.5,0,0,0,498965.34
Total U.S.,Weekly,,,28/06/2020 0:00,Organic,1.8031829,1577300.41,135200.85,135084.88,6038.08,824419.75,0,0,0,476556.85
Total U.S.,Weekly,,,5/07/2020 0:00,Organic,1.833002715,1687085.46,138621.65,137945.77,5714.7,836429.77,0,0,0,568373.57
Total U.S.,Weekly,,,12/07/2020 0:00,Organic,1.839757112,1569045.23,125280.87,138244.51,5108.53,795183.33,0,0,0,505227.99
Total U.S.,Weekly,,,19/07/2020 0:00,Organic,1.774741473,1656779.11,132008.45,140470.9,5526.54,867865.61,0,0,0,510907.62
Total U.S.,Weekly,,,26/07/2020 0:00,Organic,1.65911896,1781783.39,161301.57,137187.8,5012.74,897735.51,0,0,0,580545.77
Total U.S.,Weekly,,,2/08/2020 0:00,Organic,1.739353355,1610729.25,128975.63,123121.73,2734.99,802682.87,0,0,0,553214.02
Total U.S.,Weekly,,,9/08/2020 0:00,Organic,1.764148048,1526986.36,89212.14,124032.46,2395.53,808409.55,0,0,0,502936.69
Total U.S.,Weekly,,,16/08/2020 0:00,Organic,1.802318247,1555025.24,104645.61,129925.22,1531.84,828728.65,0,0,0,490193.93
Total U.S.,Weekly,,,23/08/2020 0:00,Organic,1.751558599,1505561.81,104324.83,126925.79,2484.78,814186.13,0,0,0,457640.29
Total U.S.,Weekly,,,30/08/2020 0:00,Organic,1.759687538,1445892.71,106490.36,129282.57,2202.34,787463.53,0,0,0,420453.91
Total U.S.,Weekly,,,6/09/2020 0:00,Organic,1.743133666,1491577.81,98922.81,129335.08,3230.59,760518.6,0,0,0,499570.73
Total U.S.,Weekly,,,13/09/2020 0:00,Organic,1.69878086,1535447.8,97144.28,123808.69,3640.53,798013.64,0,0,0,512840.66
Total U.S.,Weekly,,,20/09/2020 0:00,Organic,1.694403523,1488968.19,112728.78,129416.19,3708.2,765266.23,0,0,0,477848.79
Total U.S.,Weekly,,,27/09/2020 0:00,Organic,1.706585843,1412872.47,77262.25,121863.75,3898.73,768751.2,0,0,0,441096.55
Total U.S.,Weekly,,,4/10/2020 0:00,Organic,1.694787414,1437380.88,82830.22,116242.01,3748.52,777178.07,0,0,0,457382.06
Total U.S.,Weekly,,,11/10/2020 0:00,Organic,1.653450588,1429817.58,76996.88,111603.61,3964.07,771470.47,0,0,0,465782.55
Total U.S.,Weekly,,,18/10/2020 0:00,Organic,1.608258356,1433085.61,79162.82,103542.68,2560.17,794793.09,0,0,0,453026.84
Total U.S.,Weekly,,,25/10/2020 0:00,Organic,1.594883983,1479733.36,101770.04,111690.34,2614.98,778312.87,0,0,0,485345.14
Total U.S.,Weekly,,,1/11/2020 0:00,Organic,1.500957971,1759392.93,77018.86,327665.32,3209.11,804318.08,0,0,0,547181.57
Total U.S.,Weekly,,,8/11/2020 0:00,Organic,1.496074975,1593972.83,74926.99,198350,2688.01,823982.78,0,0,0,494025.04
Total U.S.,Weekly,,,15/11/2020 0:00,Organic,1.59247776,1427362.73,84438.63,115519.6,2721.53,779416.69,0,0,0,445266.29
Total U.S.,Weekly,,,22/11/2020 0:00,Organic,1.58077752,1428605.82,72322.26,97143.8,2373.9,817257.93,0,0,0,439507.93
Total U.S.,Weekly,,,29/11/2020 0:00,Organic,1.606888117,1247900.31,62024.73,87673.31,2051.15,702545.23,0,0,0,393605.9
Total U.S.,Weekly,,,6/12/2020 0:00,Organic,1.554792828,1644822.77,77793.42,205558.21,3089.5,876588.61,0,0,0,481793.04
Total U.S.,Weekly,,,13/12/2020 0:00,Organic,1.529047218,1557067.45,74994.68,161891.35,2324.5,895281.69,0,0,0,422575.23
Total U.S.,Weekly,,,20/12/2020 0:00,Organic,1.555740157,1471870.08,80196.14,120040.24,2648.92,844010.96,0,0,0,424973.81
Total U.S.,Weekly,,,27/12/2020 0:00,Organic,1.507964172,1418951.82,73373.88,113176.26,2413.28,805431.54,0,0,0,424556.87
West,Weekly,,,6/01/2020 0:00,Conventional,0.972386505,6786716.3,1673734.47,967372.45,52108.92,989240.31,0,0,0,3104260.16
West,Weekly,,,12/01/2020 0:00,Conventional,0.990179903,6981903.72,1872804.69,891407.98,49529.57,1029469.76,0,0,0,3138691.72
West,Weekly,,,19/01/2020 0:00,Conventional,0.880892929,7530811.34,1868232.92,1144795.21,47489.51,865768.41,0,0,0,3604525.29
West,Weekly,,,26/01/2020 0:00,Conventional,1.075660618,6034081.46,1614953.9,761285.87,45271.13,957119.21,0,0,0,2655451.35
West,Weekly,,,2/02/2020 0:00,Conventional,0.927086895,8389126.49,2161986.4,1055786.23,72852.96,940078.04,0,0,0,4158422.87
West,Weekly,,,9/02/2020 0:00,Conventional,0.975746932,6994611.34,2012107.3,848030.53,44189.38,987706.56,0,0,0,3102577.57
West,Weekly,,,16/02/2020 0:00,Conventional,1.025906183,6655566.07,2003253.99,784584.18,43662.84,943750.55,0,0,0,2880314.52
West,Weekly,,,23/02/2020 0:00,Conventional,0.99851413,7034618.4,1851019.88,779096.73,35283.21,886740.37,0,0,0,3482478.22
West,Weekly,,,1/03/2020 0:00,Conventional,1.091929467,6524822.64,1573258.83,727309.96,27508.28,929811.31,0,0,0,3266934.26
West,Weekly,,,8/03/2020 0:00,Conventional,1.167515434,6481468.79,1641369.16,668562.78,26808.27,964884.56,0,0,0,3179844.02
West,Weekly,,,15/03/2020 0:00,Conventional,1.17554922,7642615.04,1860815.2,788033.38,31767.06,1224601.8,0,0,0,3737397.6
West,Weekly,,,22/03/2020 0:00,Conventional,1.157940733,7468508.7,1956256.21,782202.32,29081.18,1000158.45,0,0,0,3700810.54
West,Weekly,,,29/03/2020 0:00,Conventional,1.253190744,6410685.45,1577272.55,785143.43,27994.71,911460,0,0,0,3108814.78
West,Weekly,,,5/04/2020 0:00,Conventional,1.185280617,7191703.75,1856518.43,898853.07,28102.44,1026489,0,0,0,3381740.82
West,Weekly,,,12/04/2020 0:00,Conventional,1.241013725,7165561.94,1932113.71,897331.92,28696.33,1120382.05,0,0,0,3187037.94
West,Weekly,,,19/04/2020 0:00,Conventional,1.165496306,7345773.21,1724193.39,948972.03,104199.17,1109062.78,0,0,0,3459345.84
West,Weekly,,,26/04/2020 0:00,Conventional,1.119726229,7898974.21,2025547.74,1066744.09,101798.82,1057828.26,0,0,0,3647055.3
West,Weekly,,,3/05/2020 0:00,Conventional,1.072651564,8927540.57,2283223.67,1188087.54,42142.34,1200126.92,0,0,0,4213960.11
West,Weekly,,,10/05/2020 0:00,Conventional,1.068356975,8967894.53,2514988.98,1162146.12,35554.79,1231304.28,0,0,0,4023900.36
West,Weekly,,,17/05/2020 0:00,Conventional,1.139735342,7496739.66,1928247.71,917717,31654.56,1209715.97,0,0,0,3409404.42
West,Weekly,,,24/05/2020 0:00,Conventional,1.081055721,8490281.99,1982254.65,1046191.52,31919.96,1316188.73,0,0,0,4113727.14
West,Weekly,,,31/05/2020 0:00,Conventional,1.051615707,8252617.88,2148400.16,972157.43,28375.74,1208927.76,0,0,0,3894756.8
West,Weekly,,,7/06/2020 0:00,Conventional,1.110598058,7698352.97,1979630.34,936232.15,35541.06,1230971.96,0,0,0,3515977.46
West,Weekly,,,14/06/2020 0:00,Conventional,1.032384896,8160355.22,1805818.31,1037766.66,40008.76,1232395.05,0,0,0,4044366.44
West,Weekly,,,21/06/2020 0:00,Conventional,1.027120803,8166502.31,1976219,989765.17,54050.37,1194462.56,0,0,0,3952005.2
West,Weekly,,,28/06/2020 0:00,Conventional,1.104070654,7284089.37,1616528.18,810331.53,42986.53,1138088.94,0,0,0,3676154.19
West,Weekly,,,5/07/2020 0:00,Conventional,1.114640339,7963087.26,1833519.23,950916.28,66081.3,1330529.51,0,0,0,3782040.93
West,Weekly,,,12/07/2020 0:00,Conventional,1.042998966,7823591.13,1967771.67,963791.23,51845.22,1253848.91,0,0,0,3586334.09
West,Weekly,,,19/07/2020 0:00,Conventional,1.017136985,7855103.62,1709941,1032560.52,47508.92,1366280.9,0,0,0,3698812.29
West,Weekly,,,26/07/2020 0:00,Conventional,1.013732022,7609314.6,1849568.83,921567.26,41465.09,1437249.73,0,0,0,3359463.7
West,Weekly,,,2/08/2020 0:00,Conventional,1.021710347,7504729.63,1679384.6,932247.96,45176.37,1344698.6,0,0,0,3503222.1
West,Weekly,,,9/08/2020 0:00,Conventional,1.048356267,7656896.62,1723168.02,981666.34,61394,1298350.55,0,0,0,3592317.71
West,Weekly,,,16/08/2020 0:00,Conventional,1.046849855,7399290.33,1752493.46,840813.25,43198.34,1270911.09,0,0,0,3491874.2
West,Weekly,,,23/08/2020 0:00,Conventional,1.084796069,7031569.19,1621148.55,820100.41,55464.66,1280428.05,0,0,0,3254427.52
West,Weekly,,,30/08/2020 0:00,Conventional,0.996137739,7653669.28,1773422.41,981083.14,54605.97,1219214.15,0,0,0,3625343.62
West,Weekly,,,6/09/2020 0:00,Conventional,0.996264836,7810500.05,1807645.28,1022672.42,33628.02,1281914.6,0,0,0,3664639.72
West,Weekly,,,13/09/2020 0:00,Conventional,1.012355878,7032834.12,1736208.46,892198.51,25850.22,1246909.32,0,0,0,3131667.61
West,Weekly,,,20/09/2020 0:00,Conventional,0.974594327,7425881.09,1850053.68,937591.16,25426.08,1231291.75,0,0,0,3381518.43
West,Weekly,,,27/09/2020 0:00,Conventional,1.020335177,7099508.21,1523432.35,1111490.65,25084.46,1225622.84,0,0,0,3213877.91
West,Weekly,,,4/10/2020 0:00,Conventional,0.996236766,7181975.25,1703622.46,948985.87,23682.96,1306478.83,0,0,0,3199205.14
West,Weekly,,,11/10/2020 0:00,Conventional,1.030813486,6899770.73,1751716.52,835211.17,22991.14,1236458.59,0,0,0,3053393.31
West,Weekly,,,18/10/2020 0:00,Conventional,0.920080741,7310758.14,1712537.45,986595.99,26529.42,1234845.76,0,0,0,3350249.52
West,Weekly,,,25/10/2020 0:00,Conventional,0.922152424,6941956.23,1442832.22,908374.96,24492.68,1231061.49,0,0,0,3335194.88
West,Weekly,,,1/11/2020 0:00,Conventional,0.93703981,6891298.39,1606314.52,746616.66,23332.79,1275207.08,0,0,0,3239827.35
West,Weekly,,,8/11/2020 0:00,Conventional,0.922671698,7145820.81,1638481.89,895986.42,22704.85,1299696.34,0,0,0,3288951.32
West,Weekly,,,15/11/2020 0:00,Conventional,0.951884757,6980233.85,1433043.29,919111.91,22061.37,1364455.49,0,0,0,3241561.79
West,Weekly,,,22/11/2020 0:00,Conventional,0.916284544,6580127.55,1575557.41,775165.33,23889.14,1306089.52,0,0,0,2899426.16
West,Weekly,,,29/11/2020 0:00,Conventional,0.955030031,5260951.62,1256190.24,536616.38,19155.62,1040021.14,0,0,0,2408968.24
West,Weekly,,,6/12/2020 0:00,Conventional,0.917493796,6489976.17,1536151.48,784792.18,21256.65,1281583.35,0,0,0,2866192.52
West,Weekly,,,13/12/2020 0:00,Conventional,0.856205651,6955127.81,1513255.97,818561.91,20502.67,1376891.06,0,0,0,3225916.19
West,Weekly,,,20/12/2020 0:00,Conventional,0.923258519,6235152.08,1539612.36,741325.34,24170.14,1315329.94,0,0,0,2614714.31
West,Weekly,,,27/12/2020 0:00,Conventional,0.943054526,5842811.77,1368200.28,755483.69,24728.81,1189718.51,0,0,0,2504680.47
West,Weekly,,,6/01/2020 0:00,Organic,1.510693522,315901.83,20585.79,33133.86,554.56,70041.92,0,0,0,191585.71
West,Weekly,,,12/01/2020 0:00,Organic,1.337019275,434286.4,46745.24,25553.06,948.72,78656.67,0,0,0,282382.71
West,Weekly,,,19/01/2020 0:00,Organic,1.257403321,495639.6,52119.82,38830.09,907.91,76950.12,0,0,0,326831.66
West,Weekly,,,26/01/2020 0:00,Organic,1.493296212,337031.81,21100.28,52953.32,874.23,82776.71,0,0,0,179327.27
West,Weekly,,,2/02/2020 0:00,Organic,1.436051544,368073.81,15208.45,29387.82,1202.87,71391.8,0,0,0,250882.88
West,Weekly,,,9/02/2020 0:00,Organic,1.469589057,336244.28,14310.63,26020.75,1030.63,81854.81,0,0,0,213027.46
West,Weekly,,,16/02/2020 0:00,Organic,1.579492787,306774.73,11669.24,26688.85,866.47,83206.01,0,0,0,184344.17
West,Weekly,,,23/02/2020 0:00,Organic,1.583847089,344721.48,13143.55,32362.36,1078.62,87132.27,0,0,0,211004.67
West,Weekly,,,1/03/2020 0:00,Organic,1.779680471,275748.93,10495.57,21033.39,1621.83,71535.36,0,0,0,171062.78
West,Weekly,,,8/03/2020 0:00,Organic,1.798023291,255535.76,10732.31,19117.14,1130.18,63933.04,0,0,0,160623.09
West,Weekly,,,15/03/2020 0:00,Organic,1.839608768,326921.33,13140.8,30510.69,1353.24,71034.29,0,0,0,210882.3
West,Weekly,,,22/03/2020 0:00,Organic,1.842424232,268562.44,11264.37,28542.36,1869.21,70493.53,0,0,0,156392.97
West,Weekly,,,29/03/2020 0:00,Organic,1.90106281,224470.11,8707.98,25730.15,1612.35,54257.09,0,0,0,134162.55
West,Weekly,,,5/04/2020 0:00,Organic,1.949144971,251498.44,24463.14,25749.32,1821.43,55571.1,0,0,0,143893.46
West,Weekly,,,12/04/2020 0:00,Organic,2.031507628,242665.37,32951.15,26698.14,1034.7,46945.74,0,0,0,135035.64
West,Weekly,,,19/04/2020 0:00,Organic,1.891606135,266363.26,33295.82,30725.95,1433.88,71925.01,0,0,0,128982.59
West,Weekly,,,26/04/2020 0:00,Organic,1.891750301,257836.93,23748.64,34654.2,1531.65,67112.52,0,0,0,130789.92
West,Weekly,,,3/05/2020 0:00,Organic,1.790679489,323694.2,19896.35,39309.75,1419.58,63483.69,0,0,0,199584.82
West,Weekly,,,10/05/2020 0:00,Organic,1.794887719,347816.77,26554.84,47080.49,1230.83,69592.43,0,0,0,203358.18
West,Weekly,,,17/05/2020 0:00,Organic,1.950835132,276051.91,20295.1,36774.51,1210.03,73597.14,0,0,0,144175.13
West,Weekly,,,24/05/2020 0:00,Organic,1.956028717,274140.25,12998.73,32119.11,1421.67,77728.89,0,0,0,149871.85
West,Weekly,,,31/05/2020 0:00,Organic,1.94486516,271723.87,14452.89,32455.59,1080.47,78549.07,0,0,0,145185.84
West,Weekly,,,7/06/2020 0:00,Organic,1.887878191,282402.98,16503.12,32259.44,1545.93,79388.52,0,0,0,152705.95
West,Weekly,,,14/06/2020 0:00,Organic,1.804322403,290244.93,15502.86,33238.79,1302.91,83831.99,0,0,0,156368.38
West,Weekly,,,21/06/2020 0:00,Organic,1.775708276,295121.22,25466.16,30280.97,1142.07,87253.71,0,0,0,150978.31
West,Weekly,,,28/06/2020 0:00,Organic,1.830019999,282187.88,36485,26820.6,1740.58,89566.15,0,0,0,127575.54
West,Weekly,,,5/07/2020 0:00,Organic,1.823549044,317956.66,35366.94,25410.62,1775.57,86542.45,0,0,0,168861.07
West,Weekly,,,12/07/2020 0:00,Organic,1.82814151,291331.32,41781.66,24533.15,1282.03,82289.89,0,0,0,141444.59
West,Weekly,,,19/07/2020 0:00,Organic,1.822309852,302485.98,44640.98,26717.08,1781.92,81961.07,0,0,0,147384.93
West,Weekly,,,26/07/2020 0:00,Organic,1.543920567,423657.8,71022.84,24911.13,1558.74,85045.68,0,0,0,241119.4
West,Weekly,,,2/08/2020 0:00,Organic,1.599615108,360079.58,55458.54,25727.19,653.46,77142.24,0,0,0,201098.15
West,Weekly,,,9/08/2020 0:00,Organic,1.771280095,272831.1,23856.06,24191.74,731.21,77389.9,0,0,0,146662.19
West,Weekly,,,16/08/2020 0:00,Organic,1.848876,270370.19,19146.32,27388.41,372.18,80993.75,0,0,0,142469.53
West,Weekly,,,23/08/2020 0:00,Organic,1.822982367,271138.28,22122.99,24599.77,850.8,78616.53,0,0,0,144948.18
West,Weekly,,,30/08/2020 0:00,Organic,1.803314888,259197.85,29957.81,23195.36,966.29,76888.38,0,0,0,128190
West,Weekly,,,6/09/2020 0:00,Organic,1.832522927,267496.17,27036.08,25841.67,1387.05,73642.74,0,0,0,139588.62
West,Weekly,,,13/09/2020 0:00,Organic,1.688583836,319605.9,20161.86,31640.49,1449.13,75855.11,0,0,0,190499.31
West,Weekly,,,20/09/2020 0:00,Organic,1.680654397,297862.67,22017.86,31056.07,1461.67,76891.2,0,0,0,166435.86
West,Weekly,,,27/09/2020 0:00,Organic,1.725456068,260786.52,15688.33,26731.44,1387.03,78964.61,0,0,0,138015.12
West,Weekly,,,4/10/2020 0:00,Organic,1.769039504,255201.3,15134.19,24164.3,1225.9,81651.18,0,0,0,133025.73
West,Weekly,,,11/10/2020 0:00,Organic,1.72413813,258090.37,14542.74,28356.36,1254.24,79769.15,0,0,0,134167.89
West,Weekly,,,18/10/2020 0:00,Organic,1.609906504,255922.58,13529.9,23407.15,827.34,72259.25,0,0,0,145898.94
West,Weekly,,,25/10/2020 0:00,Organic,1.554935843,289289.99,15114.5,26157.34,815.48,76239.8,0,0,0,170962.87
West,Weekly,,,1/11/2020 0:00,Organic,1.554918089,323860.7,11993.28,34260.79,1257.68,84190.34,0,0,0,192158.6
West,Weekly,,,8/11/2020 0:00,Organic,1.586077786,274865.79,12291.66,29047.04,912.06,81113.13,0,0,0,151501.91
West,Weekly,,,15/11/2020 0:00,Organic,1.601259315,251270.68,10604.59,22209.05,1173.45,78222.13,0,0,0,139061.45
West,Weekly,,,22/11/2020 0:00,Organic,1.644956294,244621.2,12196.42,18464.89,809.34,83218.33,0,0,0,129932.22
West,Weekly,,,29/11/2020 0:00,Organic,1.677538581,213670.53,12061.1,18176.21,760.23,71511.23,0,0,0,111161.76
West,Weekly,,,6/12/2020 0:00,Organic,1.607329594,277216.45,16716.7,26493.58,1082.42,92066.85,0,0,0,140856.91
West,Weekly,,,13/12/2020 0:00,Organic,1.579335465,270140.38,15359.84,29466.82,962.72,90025.85,0,0,0,134325.16
West,Weekly,,,20/12/2020 0:00,Organic,1.638867052,254508.1,13854.32,25934.14,1263.5,82711.93,0,0,0,130744.21
West,Weekly,,,27/12/2020 0:00,Organic,1.637615937,242256.61,14474.38,25288.31,891.35,78283.96,0,0,0,123318.61
California,Weekly,#FIELD!,#FIELD!,6/01/2020 0:00,Conventional,1.184136996,5631757.81,1767743.65,804070.42,184872.75,773193.65,0,0,0,2101877.35
California,Weekly,#FIELD!,#FIELD!,12/01/2020 0:00,Conventional,1.175739947,5847376.98,1838929.59,778271.25,128021.87,779461.85,0,0,0,2322692.42
California,Weekly,#FIELD!,#FIELD!,19/01/2020 0:00,Conventional,1.11020385,6296963.67,1694948.35,933659.68,174140.63,750817.59,0,0,0,2743397.41
California,Weekly,#FIELD!,#FIELD!,26/01/2020 0:00,Conventional,1.300391252,5104906.47,1635068.52,619277.41,155141.53,836572.28,0,0,0,1858846.74
California,Weekly,#FIELD!,#FIELD!,2/02/2020 0:00,Conventional,0.906224787,9302670.59,2775123.91,1189526.12,275437.2,2021734.22,0,0,0,3040849.15
California,Weekly,#FIELD!,#FIELD!,9/02/2020 0:00,Conventional,1.170327372,5672729.8,1867865.01,555551.82,257158.58,905854.6,0,0,0,2086299.78
California,Weekly,#FIELD!,#FIELD!,16/02/2020 0:00,Conventional,1.155336992,5544948.53,1557569.02,859678.22,134015.6,801098.36,0,0,0,2192587.32
California,Weekly,#FIELD!,#FIELD!,23/02/2020 0:00,Conventional,1.18051971,6059758.38,1735387.82,681841.08,144419.04,1515813.71,0,0,0,1982296.73
California,Weekly,#FIELD!,#FIELD!,1/03/2020 0:00,Conventional,1.349050474,5113556.16,1568275.98,641937.52,114929.64,889195.27,0,0,0,1899217.74
California,Weekly,#FIELD!,#FIELD!,8/03/2020 0:00,Conventional,1.325120012,5299653.76,1858375.73,581731.33,70159.34,913667.7,0,0,0,1875719.65
California,Weekly,#FIELD!,#FIELD!,15/03/2020 0:00,Conventional,1.410913913,6405106,1732765.39,776170.45,101695.58,1610792.71,0,0,0,2183681.88
California,Weekly,#FIELD!,#FIELD!,22/03/2020 0:00,Conventional,1.471249699,5371870.94,1712024.24,651367.92,105406.28,976416.29,0,0,0,1926656.21
California,Weekly,#FIELD!,#FIELD!,29/03/2020 0:00,Conventional,1.457817779,5585511.06,1850005.94,697157.28,115352.07,928268.56,0,0,0,1994727.22
California,Weekly,#FIELD!,#FIELD!,5/04/2020 0:00,Conventional,1.369689992,6467170.72,2117213.61,904170.25,147806.32,1032480.93,0,0,0,2265499.61
California,Weekly,#FIELD!,#FIELD!,12/04/2020 0:00,Conventional,1.45631333,5756833.95,1855454.37,774761.56,147338.77,995820.27,0,0,0,1983458.99
California,Weekly,#FIELD!,#FIELD!,19/04/2020 0:00,Conventional,1.314549959,6468066.33,1967980.66,942371.63,122967.39,989332.51,0,0,0,2445414.14
California,Weekly,#FIELD!,#FIELD!,26/04/2020 0:00,Conventional,1.41000829,6169098.87,2011140.73,857687.45,119990.61,1065773.72,0,0,0,2114506.36
California,Weekly,#FIELD!,#FIELD!,3/05/2020 0:00,Conventional,1.119411457,8374642.36,2620260.48,1293093.08,147287.2,1649500.43,0,0,0,2664501.17
California,Weekly,#FIELD!,#FIELD!,10/05/2020 0:00,Conventional,1.32211526,7001850.09,2306644.06,860413.08,193358.13,1275585.83,0,0,0,2365849
California,Weekly,#FIELD!,#FIELD!,17/05/2020 0:00,Conventional,1.365326737,6501178.97,2149382.55,809034.28,193953.33,1165824.05,0,0,0,2182984.77
California,Weekly,#FIELD!,#FIELD!,24/05/2020 0:00,Conventional,1.336657574,6893788.51,2161502.21,941579,162631.04,1223572.56,0,0,0,2404503.7
California,Weekly,#FIELD!,#FIELD!,31/05/2020 0:00,Conventional,1.254589714,7444423.98,2008321.62,1083248.9,305782.78,1071279.55,0,0,0,2975791.13
California,Weekly,#FIELD!,#FIELD!,7/06/2020 0:00,Conventional,1.30658599,6964191.03,2085631,991600.51,402664.38,1110305.79,0,0,0,2373989.35
California,Weekly,#FIELD!,#FIELD!,14/06/2020 0:00,Conventional,1.259565054,6819778.56,2138052.77,1001374.81,275708.62,1151034.01,0,0,0,2253608.34
California,Weekly,#FIELD!,#FIELD!,21/06/2020 0:00,Conventional,1.301494586,6616897.69,2013788.97,825988.64,238800.92,1059634.66,0,0,0,2478684.49
California,Weekly,#FIELD!,#FIELD!,28/06/2020 0:00,Conventional,1.211614912,6857520.39,1796828.49,1045021.21,239511.58,1016652.57,0,0,0,2759506.54
California,Weekly,#FIELD!,#FIELD!,5/07/2020 0:00,Conventional,1.303597592,7348045.17,2544202.46,771431.97,292296.92,1118614.37,0,0,0,2621499.45
California,Weekly,#FIELD!,#FIELD!,12/07/2020 0:00,Conventional,1.219042925,6860918.43,1846780.71,1000421.27,223296,1065641.92,0,0,0,2724778.53
California,Weekly,#FIELD!,#FIELD!,19/07/2020 0:00,Conventional,1.227887611,6764395.07,2004258.45,868391.84,211648.98,1095814.12,0,0,0,2584281.67
California,Weekly,#FIELD!,#FIELD!,26/07/2020 0:00,Conventional,1.256507989,6954076.76,2108059.39,787553.51,228052.63,1509861.11,0,0,0,2320550.13
California,Weekly,#FIELD!,#FIELD!,2/08/2020 0:00,Conventional,1.335626568,6439089.68,1935324.97,895582.68,215067.22,1146100.67,0,0,0,2247014.13
California,Weekly,#FIELD!,#FIELD!,9/08/2020 0:00,Conventional,1.284058992,6691538.58,1773058.59,1151331.45,179742.41,1146197.53,0,0,0,2441208.59
California,Weekly,#FIELD!,#FIELD!,16/08/2020 0:00,Conventional,1.184190685,6981014.88,1946509.84,1162715.62,162267.01,1173015.84,0,0,0,2536506.57
California,Weekly,#FIELD!,#FIELD!,23/08/2020 0:00,Conventional,1.16351947,7159925.12,2237585.5,749866.83,149426.12,1119075.86,0,0,0,2903970.82
California,Weekly,#FIELD!,#FIELD!,30/08/2020 0:00,Conventional,1.18117321,6790285.96,1912526.25,866173.81,144766.6,1116900.78,0,0,0,2749918.52
California,Weekly,#FIELD!,#FIELD!,6/09/2020 0:00,Conventional,1.212921162,6956280.9,2198959.14,678227.03,136606.27,1191367.61,0,0,0,2751120.85
California,Weekly,#FIELD!,#FIELD!,13/09/2020 0:00,Conventional,1.072633679,7195378.19,2156414.18,795135.97,306884.51,1481740.09,0,0,0,2455203.45
California,Weekly,#FIELD!,#FIELD!,20/09/2020 0:00,Conventional,1.175004237,6447651.08,2027559.49,575375.3,264312.98,1157106.15,0,0,0,2423297.16
California,Weekly,#FIELD!,#FIELD!,27/09/2020 0:00,Conventional,1.195477309,6370024.65,1939082.63,835712.41,142855.76,1097984.54,0,0,0,2354389.32
California,Weekly,#FIELD!,#FIELD!,4/10/2020 0:00,Conventional,1.22866738,6118464.85,1825581.63,649337.93,113750.28,1059524.17,0,0,0,2470270.83
California,Weekly,#FIELD!,#FIELD!,11/10/2020 0:00,Conventional,1.134560417,6566427.52,1912021.27,798650.83,112905.77,1084629.21,0,0,0,2658220.44
California,Weekly,#FIELD!,#FIELD!,18/10/2020 0:00,Conventional,1.174512892,6064504.98,1727564.83,784968.17,169216.2,1159690.28,0,0,0,2223065.51
California,Weekly,#FIELD!,#FIELD!,25/10/2020 0:00,Conventional,1.192516016,5671136.93,1473414.78,697614.06,165667.63,1188047.31,0,0,0,2146393.15
California,Weekly,#FIELD!,#FIELD!,1/11/2020 0:00,Conventional,1.222131778,5730513.11,1467551.01,772033.41,198181.15,1145165.09,0,0,0,2147582.46
California,Weekly,#FIELD!,#FIELD!,8/11/2020 0:00,Conventional,1.09321481,6107358.66,1541720.22,631498.09,184650.95,1056701.96,0,0,0,2692787.45
California,Weekly,#FIELD!,#FIELD!,15/11/2020 0:00,Conventional,1.214295865,5492201.92,1559684.13,775639.4,106304.7,1066931.83,0,0,0,1983641.85
California,Weekly,#FIELD!,#FIELD!,22/11/2020 0:00,Conventional,1.109052067,5874385.05,1963047.06,603433.57,93796.13,1134809.19,0,0,0,2079299.1
California,Weekly,#FIELD!,#FIELD!,29/11/2020 0:00,Conventional,1.241369734,4516628.58,1371422.32,483975.38,98186.5,923089.94,0,0,0,1639954.45
California,Weekly,#FIELD!,#FIELD!,6/12/2020 0:00,Conventional,1.043667853,6151404.18,1581630.85,696301.34,168483.74,1085154.5,0,0,0,2619833.75
California,Weekly,#FIELD!,#FIELD!,13/12/2020 0:00,Conventional,1.130373873,5654914.26,1525360.79,643121.46,172766.74,1144285.61,0,0,0,2169379.67
California,Weekly,#FIELD!,#FIELD!,20/12/2020 0:00,Conventional,1.204143831,5615031.44,1444468.95,542594.69,157085.61,1363597.57,0,0,0,2107284.61
