Geography,Timeframe,Lat,Lng,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
South Central,Weekly,#FIELD!,#FIELD!,9/05/2021 0:00,Conventional,0.913748246,6134840.85,2788985.68,583429.02,115669.84,1572898.3,1315303.52,64827.79,170995.04,1073858.01
South Central,Weekly,#FIELD!,#FIELD!,9/05/2021 0:00,Organic,1.515730447,160190.11,20182.84,2108.77,0,110255.52,107221.34,3031.03,3.15,27642.98
South Central,Weekly,#FIELD!,#FIELD!,16/05/2021 0:00,Conventional,0.899116839,5837563.98,2522040.81,659404.72,103345.96,1606635.75,1371458.47,47763.84,171571.7,946136.74
South Central,Weekly,#FIELD!,#FIELD!,16/05/2021 0:00,Organic,1.591581002,156387.94,34009.54,2328.75,1.53,102329.07,99740.5,2588.57,0,17719.05
South Central,Weekly,#FIELD!,#FIELD!,13/06/2021 0:00,Conventional,0.833092007,6527756.67,2735389.02,746372.96,96712.19,1919275.5,1647840.95,76026.17,161207.9,1030007.01
South Central,Weekly,#FIELD!,#FIELD!,6/06/2021 0:00,Conventional,0.879095696,6211700.33,2618043.22,804213.91,88423.85,1634699.13,1362097.26,63086.51,178266.09,1066320.22
South Central,Weekly,#FIELD!,#FIELD!,30/05/2021 0:00,Conventional,0.88782807,6239812.43,2698716.28,763430.38,106264.76,1650989.46,1342418.34,104671.6,162619.62,1020411.55
South Central,Weekly,#FIELD!,#FIELD!,23/05/2021 0:00,Conventional,0.877656072,5846648.25,2394358.97,760606.09,93868.37,1570863.75,1322201.29,47884.99,165939.86,1026951.06
South Central,Weekly,#FIELD!,#FIELD!,13/06/2021 0:00,Organic,1.555036785,131924.89,9781.55,1717.6,0,95138.16,85721.01,3013.2,18.9,25287.58
South Central,Weekly,#FIELD!,#FIELD!,6/06/2021 0:00,Organic,1.522977352,143746.09,9962.8,1589.71,0,106769.34,96675.17,4181.62,9.45,25424.24
South Central,Weekly,#FIELD!,#FIELD!,30/05/2021 0:00,Organic,1.526518934,143251.54,10466.32,1980.71,1.58,104904.36,94726.45,4252.77,9.45,25898.58
South Central,Weekly,#FIELD!,#FIELD!,23/05/2021 0:00,Organic,1.486100056,151010.96,14040.24,1599.2,0,114707.87,99065.08,9730.24,12.6,20663.65
South Central,Weekly,#FIELD!,#FIELD!,11/07/2021 0:00,Conventional,0.80718718,6347765.11,2642282.17,753147.38,157098.85,1753253.92,1466261.14,56451.68,194330.57,1041982.78
South Central,Weekly,#FIELD!,#FIELD!,4/07/2021 0:00,Conventional,0.863582102,6424619.49,2713877.77,728768.59,157728.09,1686013.42,1415423.23,51089.72,183500.24,1138231.63
South Central,Weekly,#FIELD!,#FIELD!,27/06/2021 0:00,Conventional,0.857225199,6235987.64,2757409.49,680729.98,120409.04,1574495.85,1314750.73,46130.09,176544.18,1102943.27
South Central,Weekly,#FIELD!,#FIELD!,20/06/2021 0:00,Conventional,0.907405512,6140038.16,2468954.92,840063.2,101694.71,1663982.57,1381053.35,59244.94,181815.55,1065342.75
South Central,Weekly,#FIELD!,#FIELD!,11/07/2021 0:00,Organic,1.492475836,99825.35,0,0,0,74994.89,67421.38,1594.82,12.6,24830.46
South Central,Weekly,#FIELD!,#FIELD!,4/07/2021 0:00,Organic,1.460887733,135205.11,0,0,0,108394.41,100289.99,2018.62,12.6,26810.7
South Central,Weekly,#FIELD!,#FIELD!,27/06/2021 0:00,Organic,1.459161394,133062.07,0,0,0,103679.66,94998.35,2897.92,0,29382.41
South Central,Weekly,#FIELD!,#FIELD!,20/06/2021 0:00,Organic,1.480898133,133691.65,0,0,0,104863.54,95169.99,3677.05,15.75,28828.11
South Central,Weekly,#FIELD!,#FIELD!,8/08/2021 0:00,Conventional,0.831288243,5942275.09,2324092.72,711592.94,128753.56,1690756.28,1425024.64,64796.29,164401.98,1087079.6
South Central,Weekly,#FIELD!,#FIELD!,1/08/2021 0:00,Conventional,0.871654625,5524743.55,2057308.67,742925.36,128367.77,1695802.38,1372748.72,68500.95,215515.98,900339.38
South Central,Weekly,#FIELD!,#FIELD!,25/07/2021 0:00,Conventional,0.792361091,6355038.08,2628754.55,712431.85,146864.4,1766448.38,1476006.41,62065.5,190251.44,1100538.9
South Central,Weekly,#FIELD!,#FIELD!,18/07/2021 0:00,Conventional,0.794260641,6364008.15,2562811.21,746010.15,133082.45,1752279.44,1460334.44,60949.48,194876.17,1169824.9
South Central,Weekly,#FIELD!,#FIELD!,8/08/2021 0:00,Organic,1.580925811,144294.05,30578.72,3463.42,4.64,87881.39,76759.59,4365.05,0,22365.89
South Central,Weekly,#FIELD!,#FIELD!,1/08/2021 0:00,Organic,1.545122936,130474.29,17088.97,1775.35,26.93,89803.02,79330.08,4106.79,6.3,21780.03
South Central,Weekly,#FIELD!,#FIELD!,25/07/2021 0:00,Organic,1.503479917,121773.44,12889.77,1956.68,30.3,85876.25,76388.72,3486.78,12.6,21020.44
South Central,Weekly,#FIELD!,#FIELD!,18/07/2021 0:00,Organic,1.485728608,118151.33,10948.69,1914.37,4.84,83529.39,74890.77,2833.17,28.35,21754.03
South Central,Weekly,#FIELD!,#FIELD!,5/09/2021 0:00,Conventional,0.87640207,5932952.36,2255828.43,800516.46,132738.13,1698923.08,1394813.19,193802.83,71123.72,1044946.26
South Central,Weekly,#FIELD!,#FIELD!,29/08/2021 0:00,Conventional,0.851094585,6010887.49,2289542.3,798574.03,136414.51,1648816.49,1331516.64,204601.16,77167.47,1137540.16
South Central,Weekly,#FIELD!,#FIELD!,22/08/2021 0:00,Conventional,0.817748485,5862786.62,2238565.88,663239.2,90271.86,1963721.23,1673723.37,166940.03,87685.01,906988.45
South Central,Weekly,#FIELD!,#FIELD!,15/08/2021 0:00,Conventional,0.827015565,5794435.41,2387460.81,690100.75,142535.54,1522685.99,1266193.51,103916.66,115753.22,1051652.32
South Central,Weekly,#FIELD!,#FIELD!,5/09/2021 0:00,Organic,1.545818198,155750.81,25967.01,4116.98,0,99867.87,87158.73,5495.65,6.3,25798.95
South Central,Weekly,#FIELD!,#FIELD!,29/08/2021 0:00,Organic,1.488280797,151341.16,22948.66,7453.95,0,104591.03,93829.05,2729.48,34.65,16347.52
South Central,Weekly,#FIELD!,#FIELD!,22/08/2021 0:00,Organic,1.526982506,98761.14,10686.62,2777.63,1.8,66720.17,56461.15,2591.91,37.8,18574.92
South Central,Weekly,#FIELD!,#FIELD!,15/08/2021 0:00,Organic,1.572182274,98641.13,18441.99,2375,0,52589.68,42484.8,3313.48,18.9,25234.46
South Central,Weekly,#FIELD!,#FIELD!,3/10/2021 0:00,Conventional,0.994753771,4486453.66,1708660.18,341377.71,108235.88,1227880.36,985439.02,176961.75,27152.78,1100299.52
South Central,Weekly,#FIELD!,#FIELD!,26/09/2021 0:00,Conventional,0.92828506,5617715.65,2296874.09,662674.1,111326.33,1541653.9,1300276.77,181173.96,23389.25,1005187.23
South Central,Weekly,#FIELD!,#FIELD!,19/09/2021 0:00,Conventional,0.947433068,5532932.97,2207381.36,683421.3,105347.6,1550075.66,1261304.27,209850.77,43666.05,986707.06
South Central,Weekly,#FIELD!,#FIELD!,12/09/2021 0:00,Conventional,0.912895515,5598834.44,2271291.17,694646.11,120079.83,1572107.83,1281272.16,196732.73,56898.28,940709.51
South Central,Weekly,#FIELD!,#FIELD!,3/10/2021 0:00,Organic,1.523744079,126859.1,18250.76,3500.91,0,85971.08,76896.42,2582.51,0,19136.34
South Central,Weekly,#FIELD!,#FIELD!,26/09/2021 0:00,Organic,1.515982585,137158.8,16573.56,1630.89,0,95415.02,85727.59,3176.38,0,23539.33
South Central,Weekly,#FIELD!,#FIELD!,19/09/2021 0:00,Organic,1.506956811,137980.98,15741.01,2139.77,0,98892.82,88585.01,3598.31,3.15,21207.39
South Central,Weekly,#FIELD!,#FIELD!,12/09/2021 0:00,Organic,1.542644134,139846.79,15728.05,2193.69,0,100796.99,89206.86,4212.83,3.15,21128.06
South Central,Weekly,#FIELD!,#FIELD!,31/10/2021 0:00,Conventional,0.874641192,5087420.31,1754726.61,353818.09,74731.47,1907652.14,1415739.55,416522.74,39645.01,996492
South Central,Weekly,#FIELD!,#FIELD!,24/10/2021 0:00,Conventional,0.970115917,4624042.34,1764443.92,338594.46,75047.01,1405097.42,909429.48,429748.12,28366.28,1040859.53
South Central,Weekly,#FIELD!,#FIELD!,17/10/2021 0:00,Conventional,0.995640944,4524473.59,1788298.21,341788.32,93242.36,1306477.26,839425.93,404538.31,26757.68,994667.44
South Central,Weekly,#FIELD!,#FIELD!,10/10/2021 0:00,Conventional,0.992609962,4685807.53,1818971.97,345499.46,92323.94,1402497.31,959844.91,379479.32,28528.26,1026514.86
South Central,Weekly,#FIELD!,#FIELD!,31/10/2021 0:00,Organic,1.568730883,139543.09,24842.62,3814.87,3.24,88646.85,80573.63,1530.67,0,22235.52
South Central,Weekly,#FIELD!,#FIELD!,24/10/2021 0:00,Organic,1.546307223,127046.32,18482.62,2541.37,1.54,85568.41,77881.08,1056.58,0,20452.39
South Central,Weekly,#FIELD!,#FIELD!,17/10/2021 0:00,Organic,1.528042188,122500.52,13710.18,1908.88,0,86906.17,78926.93,1373.69,0,19975.3
South Central,Weekly,#FIELD!,#FIELD!,10/10/2021 0:00,Organic,1.628873785,134572.15,33096.35,4223.85,8.99,79499.57,71259.58,2088.04,0,17743.39
South Central,Weekly,#FIELD!,#FIELD!,28/11/2021 0:00,Conventional,0.962109563,3767222.16,1235301.05,381992.19,61737.85,1391675.05,964251.05,367516.73,33746.17,696516.02
South Central,Weekly,#FIELD!,#FIELD!,21/11/2021 0:00,Conventional,0.976214678,4138436.22,1412364.36,382866.36,70941.65,1373700.8,876476.21,417437.94,34218.92,898563.05
South Central,Weekly,#FIELD!,#FIELD!,14/11/2021 0:00,Conventional,0.951335426,4539683.85,1540469.82,390880.06,62562.49,1599803.2,1090875.44,428560.86,32659.15,945968.27
South Central,Weekly,#FIELD!,#FIELD!,7/11/2021 0:00,Conventional,0.96354646,4397320.01,1508795.61,349987.42,70989.21,1448862.3,946468.99,430097.58,38401.45,1018685.47
South Central,Weekly,#FIELD!,#FIELD!,28/11/2021 0:00,Organic,1.561009663,106767.1,10965.75,2554.39,0,73499.35,66822.11,1618.33,0,19747.62
South Central,Weekly,#FIELD!,#FIELD!,21/11/2021 0:00,Organic,1.537077335,121534.71,11767.04,1566.21,0,87698.46,79740.13,2326.13,0,20502.99
South Central,Weekly,#FIELD!,#FIELD!,14/11/2021 0:00,Organic,1.516214731,137569.04,12725.48,2629.62,0,99045.12,91259.02,2059.4,0,23168.82
South Central,Weekly,#FIELD!,#FIELD!,7/11/2021 0:00,Organic,1.555234292,141295.25,21093.69,3556.83,0,96132.08,88155,1702.27,0,20512.65
Southeast,Weekly,#FIELD!,#FIELD!,4/01/2021 0:00,Conventional,0.769493386,5670398.93,2436409.73,306664.15,2344.43,1508427.19,1308786.55,105673.05,72003.78,1416553.43
Southeast,Weekly,#FIELD!,#FIELD!,4/01/2021 0:00,Organic,1.118705466,224379.03,1910.74,8546.41,86.42,181994.57,179599.35,2395.22,0,31840.88
Southeast,Weekly,#FIELD!,#FIELD!,10/01/2021 0:00,Conventional,0.827905425,5770962.85,2422117.02,238332.5,2114.59,1664116.95,1444674.04,103613.87,88239.03,1444281.78
Southeast,Weekly,#FIELD!,#FIELD!,10/01/2021 0:00,Organic,1.149331936,247939.42,1928.51,8563.85,127.96,204132.31,201495,2627.86,9.45,33186.79
Southeast,Weekly,#FIELD!,#FIELD!,17/01/2021 0:00,Conventional,0.832986371,5866774.67,2389384.37,236216.07,2312.89,1798784.66,1568968.11,123109.22,82139.73,1440076.68
Southeast,Weekly,#FIELD!,#FIELD!,17/01/2021 0:00,Organic,1.174458514,249494.73,1648.83,7681.34,116.67,206958.24,202985.83,1439.82,2532.6,33089.65
Southeast,Weekly,#FIELD!,#FIELD!,24/01/2021 0:00,Conventional,0.840057375,5996042.67,2569516.22,248129.72,2770.41,1688175.28,1492747.01,94193.53,79608.14,1487451.04
Southeast,Weekly,#FIELD!,#FIELD!,24/01/2021 0:00,Organic,1.175289943,237460.03,1673.61,8077.31,117.63,190736.34,180019.42,2460.77,8256.15,36855.13
Southeast,Weekly,#FIELD!,#FIELD!,31/01/2021 0:00,Conventional,0.86456942,6420809.12,2848489.44,249917.16,2499.56,1705132.51,1492566.67,96428.72,92909.89,1614770.44
Southeast,Weekly,#FIELD!,#FIELD!,31/01/2021 0:00,Organic,1.196895914,228260.65,1536.96,8178.98,74.86,182743.81,178184.34,1825.28,2734.2,35726.04
Southeast,Weekly,#FIELD!,#FIELD!,7/02/2021 0:00,Conventional,0.815569313,7322008.82,3250381.88,349526.01,2130.71,1929605.66,1722621.53,97552.48,87046.78,1790364.56
Southeast,Weekly,#FIELD!,#FIELD!,7/02/2021 0:00,Organic,1.125222378,255799.46,1749.37,7941.18,40,193763.94,189265.19,4435.75,63,52304.98
Southeast,Weekly,#FIELD!,#FIELD!,14/02/2021 0:00,Conventional,0.843990717,5978498.36,2574809.71,243251.49,2249.52,1690664.15,1484575.81,94349.19,84559.13,1467523.48
Southeast,Weekly,#FIELD!,#FIELD!,14/02/2021 0:00,Organic,1.213010679,226683.18,2234.34,7574.02,97.92,180877.37,179359.64,1514.58,3.15,35899.52
Southeast,Weekly,#FIELD!,#FIELD!,21/02/2021 0:00,Conventional,0.864715793,6130682.71,2817140.93,235323.61,2440.06,1614760.66,1417241.69,89459.87,83558.61,1461017.45
Southeast,Weekly,#FIELD!,#FIELD!,21/02/2021 0:00,Organic,1.220212489,230137.38,1518.97,7059.22,76.23,189416.16,187539.42,1870.43,6.3,32066.8
Southeast,Weekly,#FIELD!,#FIELD!,28/02/2021 0:00,Conventional,0.927266844,5774695.78,2440939.48,249488.81,2169.99,1709756.84,1499344.83,97500.11,83769.7,1372340.67
Southeast,Weekly,#FIELD!,#FIELD!,28/02/2021 0:00,Organic,1.252714067,227754.47,1882.55,7692.14,54,183620.51,181104.84,2506.22,9.45,34505.28
Southeast,Weekly,#FIELD!,#FIELD!,7/03/2021 0:00,Conventional,0.947283081,5854750.86,2378209.38,232553.29,2063,1818002.13,1604667.63,95910.94,93422.16,1423923.06
Southeast,Weekly,#FIELD!,#FIELD!,7/03/2021 0:00,Organic,1.257212331,236728.51,1476.14,6891.96,34.95,194880.23,193133.97,1743.11,3.15,33445.23
Southeast,Weekly,#FIELD!,#FIELD!,14/03/2021 0:00,Conventional,0.942451354,5801266.79,2399762.72,210435.62,1964.64,1764697.51,1538810.48,98334.73,101661.75,1424406.32
Southeast,Weekly,#FIELD!,#FIELD!,14/03/2021 0:00,Organic,1.243184491,280987.22,1406.87,7875.51,37.6,202615.17,200078.85,2530.01,6.3,69052.07
Southeast,Weekly,#FIELD!,#FIELD!,21/03/2021 0:00,Conventional,0.967681217,5892329.11,2374346.84,244858.31,2090.05,1738708.43,1515332.21,102363.45,95710.82,1532325.47
Southeast,Weekly,#FIELD!,#FIELD!,21/03/2021 0:00,Organic,1.301053272,244233.54,1577.14,7930.34,85.53,200256.85,197953.6,2303.24,0,34383.69
Southeast,Weekly,#FIELD!,#FIELD!,28/03/2021 0:00,Conventional,1.025856936,5808392.8,2281192.02,250517.87,2154.51,1756796.02,1542167.59,90483.88,100365.73,1517732.39
Southeast,Weekly,#FIELD!,#FIELD!,28/03/2021 0:00,Organic,1.369570828,242321.66,1643.42,7695.35,54.82,204209.92,201599.3,2601.17,9.45,28718.15
Southeast,Weekly,#FIELD!,#FIELD!,4/04/2021 0:00,Conventional,1.045198489,5571702.86,2213951.46,216496.23,1805.37,1740941.12,1515838.45,99657.73,100540.45,1398508.68
Southeast,Weekly,#FIELD!,#FIELD!,4/04/2021 0:00,Organic,1.434010742,227752.87,1421.87,7093.9,45.2,191399.18,188232.03,3151.4,15.75,27792.72
Southeast,Weekly,#FIELD!,#FIELD!,11/04/2021 0:00,Conventional,1.052504878,5651888.43,2402895.31,221523.73,1682.6,1680243.66,1454593.09,95114.78,97988.87,1345543.12
Southeast,Weekly,#FIELD!,#FIELD!,11/04/2021 0:00,Organic,1.42634317,254103.97,1369.05,8004.55,38.05,214444.24,212384.23,2050.55,9.45,30248.08
Southeast,Weekly,#FIELD!,#FIELD!,18/04/2021 0:00,Conventional,1.137559931,5672978.63,2359546.56,211683.53,1664.08,1739499.5,1504481.39,124187.31,83583.2,1360584.96
Southeast,Weekly,#FIELD!,#FIELD!,18/04/2021 0:00,Organic,1.417312134,250209.45,1730.53,7489.37,137.07,213366.19,210972.67,2384.07,9.45,27486.28
Southeast,Weekly,#FIELD!,#FIELD!,25/04/2021 0:00,Conventional,1.152153406,5625542.88,2371019.98,206809.7,1484.29,1741135.34,1470741.61,216487.56,25709.5,1305093.58
Southeast,Weekly,#FIELD!,#FIELD!,25/04/2021 0:00,Organic,1.409360225,277889.06,1445.34,7796.2,95.97,222749.27,219283.07,2052.92,12.6,45802.29
Southeast,Weekly,#FIELD!,#FIELD!,2/05/2021 0:00,Conventional,1.066594798,6516332.69,3012408.5,251312.52,2971.8,1632215.6,1370475.87,164653.13,62910.29,1617424.26
Southeast,Weekly,#FIELD!,#FIELD!,2/05/2021 0:00,Organic,1.356047861,280319.1,998.94,8017.11,27.57,208301.73,201107.95,3343.95,0,62973.73
Southeast,Weekly,#FIELD!,#FIELD!,9/05/2021 0:00,Conventional,1.173278751,5349496.42,2289182.96,203863.56,1961.21,1656106.42,1416567.32,109286.49,96591.96,1198382.27
Southeast,Weekly,#FIELD!,#FIELD!,9/05/2021 0:00,Organic,1.396800682,267489.26,1309.64,8250.4,28.68,225459.08,215989.8,3402.68,3.15,32441.45
Southeast,Weekly,#FIELD!,#FIELD!,16/05/2021 0:00,Conventional,1.178267564,5254603.28,2183423.68,206157.62,1984.88,1661560.56,1432874.03,99941.1,95765.39,1201476.53
Southeast,Weekly,#FIELD!,#FIELD!,16/05/2021 0:00,Organic,1.44127982,246894.43,1076.48,7413.39,21.13,213779.95,210193.41,2977.56,0,24603.48
Southeast,Weekly,#FIELD!,#FIELD!,13/06/2021 0:00,Conventional,1.140557829,5337635.6,2176072.29,210193.73,2315.96,1691873.36,1451632.04,91202.87,97657.86,1257180.26
Southeast,Weekly,#FIELD!,#FIELD!,6/06/2021 0:00,Conventional,1.122507992,5521898.53,2146947.11,203567.44,1925.09,1875654.22,1619341.98,98035.88,104335.65,1293804.67
Southeast,Weekly,#FIELD!,#FIELD!,30/05/2021 0:00,Conventional,1.152070975,5540687.46,2295867.7,203218.97,1853.97,1708773.96,1455385.67,97741.22,99410.96,1330972.86
Southeast,Weekly,#FIELD!,#FIELD!,23/05/2021 0:00,Conventional,1.14607466,5460546.35,2253557.67,198791.05,2150.01,1710657.34,1454187.17,94030.78,103261.16,1295390.28
Southeast,Weekly,#FIELD!,#FIELD!,13/06/2021 0:00,Organic,1.426668534,260227.17,2198.42,7507.74,8.33,224376.27,209483.52,6582.9,12.6,26136.41
Southeast,Weekly,#FIELD!,#FIELD!,6/06/2021 0:00,Organic,1.416338599,255489.43,1728.2,7242.18,39.08,222162.89,201789.59,11324.64,12.6,24317.08
Southeast,Weekly,#FIELD!,#FIELD!,30/05/2021 0:00,Organic,1.396065827,285455.78,1909.02,7809.24,17.67,248284.25,213400.7,25659.59,3.15,27435.59
Southeast,Weekly,#FIELD!,#FIELD!,23/05/2021 0:00,Organic,1.284824375,329741.3,1195.42,7920.43,12.32,294341.38,234428.87,51555.29,6.3,26271.75
Southeast,Weekly,#FIELD!,#FIELD!,11/07/2021 0:00,Conventional,0.995660261,5270366.76,2086618.47,246441.3,1899.28,1683184.98,1341458.93,189797.48,100517.86,1252222.73
Southeast,Weekly,#FIELD!,#FIELD!,4/07/2021 0:00,Conventional,1.01534696,5529040.29,2173923.48,252128.71,2364.34,1765254.24,1470792.84,124554.15,104217.05,1335369.54
Southeast,Weekly,#FIELD!,#FIELD!,27/06/2021 0:00,Conventional,1.120012064,5144378.89,2067964.41,231418.71,2316.63,1599917.43,1380877.33,59181.15,104125.6,1242761.71
Southeast,Weekly,#FIELD!,#FIELD!,20/06/2021 0:00,Conventional,1.155216246,5182760.58,2010856.83,228611.68,1846.49,1665047.04,1422219.11,70153.13,115055.86,1276398.54
Southeast,Weekly,#FIELD!,#FIELD!,11/07/2021 0:00,Organic,1.470307697,174732.4,0,0,0,152607.39,143111.81,2735.64,0,22125.02
Southeast,Weekly,#FIELD!,#FIELD!,4/07/2021 0:00,Organic,1.494618325,248075.99,0,0,0,220964.18,209177.73,3344.96,3.15,27111.81
Southeast,Weekly,#FIELD!,#FIELD!,27/06/2021 0:00,Organic,1.438439136,228793.27,0,0,0,202935.32,183256.44,3775.56,6.3,25857.95
Southeast,Weekly,#FIELD!,#FIELD!,20/06/2021 0:00,Organic,1.329667418,279488.18,0,0,0,252816.53,233647.54,5296.5,6.3,26671.64
Southeast,Weekly,#FIELD!,#FIELD!,8/08/2021 0:00,Conventional,1.133136964,4761533.89,1834448.12,302006.59,1892.52,1339902.51,999426.21,146135.33,132638.33,1283284.15
Southeast,Weekly,#FIELD!,#FIELD!,1/08/2021 0:00,Conventional,1.114126094,4729295.45,1825278.55,297274.58,1946.68,1395964.54,1116355.76,181382.64,35229.54,1208831.09
Southeast,Weekly,#FIELD!,#FIELD!,25/07/2021 0:00,Conventional,0.969110577,5304278.01,1996162.56,335062.14,2232.34,1727913.3,1363680.9,229847.23,77554.47,1242907.67
Southeast,Weekly,#FIELD!,#FIELD!,18/07/2021 0:00,Conventional,0.960862726,5492926.88,2052267.23,306362.04,1890.96,1864121.34,1472047.76,250640.38,82439.91,1268285.31
Southeast,Weekly,#FIELD!,#FIELD!,8/08/2021 0:00,Organic,1.491102913,202383.66,1600.62,6943.68,21.44,172737.28,152507.33,12134.45,3.15,21080.64
Southeast,Weekly,#FIELD!,#FIELD!,1/08/2021 0:00,Organic,1.539399004,190627.52,1781.8,7908.41,20.08,160244.17,148953.94,4281.48,3.15,20673.06
Southeast,Weekly,#FIELD!,#FIELD!,25/07/2021 0:00,Organic,1.514932587,202020.89,1297.87,6566.51,35.18,171051.79,161316.95,2905.64,3.15,23069.54
Southeast,Weekly,#FIELD!,#FIELD!,18/07/2021 0:00,Organic,1.461778846,206725.11,1436.9,7151.66,27.92,175207.12,164103.44,3342.08,0,22901.52
Southeast,Weekly,#FIELD!,#FIELD!,5/09/2021 0:00,Conventional,1.117562085,4887548.08,1847583.74,233179.41,1847.94,1532311.73,1140240.95,245725.59,70559.13,1272625.25
Southeast,Weekly,#FIELD!,#FIELD!,29/08/2021 0:00,Conventional,1.092183872,4885148.46,1768176.53,254842.94,1859.9,1606187.83,1220144.08,185389.31,64006.39,1254081.27
Southeast,Weekly,#FIELD!,#FIELD!,22/08/2021 0:00,Conventional,1.072708595,4934047.73,1812039.57,257627.07,1986.84,1649915.05,1178818.16,266951.61,103336.67,1212479.21
Southeast,Weekly,#FIELD!,#FIELD!,15/08/2021 0:00,Conventional,1.095134736,4969978.96,1806122.15,284943.97,2681.89,1594786.62,1102893.35,319612.39,107744.52,1281444.33
Southeast,Weekly,#FIELD!,#FIELD!,5/09/2021 0:00,Organic,1.436723066,287826.46,1995.62,8006.73,10.02,245341.63,154495.52,82920.71,0,32472.46
Southeast,Weekly,#FIELD!,#FIELD!,29/08/2021 0:00,Organic,1.436236353,269239.95,2042.83,7831.71,16.2,230030.49,140255.39,82196.2,0,29318.72
Southeast,Weekly,#FIELD!,#FIELD!,22/08/2021 0:00,Organic,1.595985578,240761.24,1669.96,9465.56,8.72,208017.8,116511.61,83379.19,15.75,21599.2
Southeast,Weekly,#FIELD!,#FIELD!,15/08/2021 0:00,Organic,1.518651699,243600.14,1647.71,7228.72,7.8,211426.79,164332.62,38853.77,3.15,23289.11
Southeast,Weekly,#FIELD!,#FIELD!,3/10/2021 0:00,Conventional,1.142047101,4777821.93,2144412.42,219502.75,3535.27,1163348.63,814087.28,222502.09,18789.42,1247022.86
Southeast,Weekly,#FIELD!,#FIELD!,26/09/2021 0:00,Conventional,1.213829054,4304708.73,1675945.5,254745.98,1885.57,1371915.19,901053.29,193032.92,60202.52,1000216.48
Southeast,Weekly,#FIELD!,#FIELD!,19/09/2021 0:00,Conventional,1.163012431,4611691.25,1762623.4,258852.3,1972.78,1525687.2,1010649.45,129430.61,62534.35,1062555.57
Southeast,Weekly,#FIELD!,#FIELD!,12/09/2021 0:00,Conventional,1.155280087,4579888.13,1727293.21,222816.67,1659.59,1434407.71,1002450.11,148421.57,108139.38,1193710.94
Southeast,Weekly,#FIELD!,#FIELD!,3/10/2021 0:00,Organic,1.144861376,406445.96,1776.69,8676.17,2.41,300083.09,226285.53,64281.42,0,95907.61
Southeast,Weekly,#FIELD!,#FIELD!,26/09/2021 0:00,Organic,1.380754803,243658.94,1703.81,7946.66,18.95,183555.02,110662.49,65105.74,6.3,50434.51
Southeast,Weekly,#FIELD!,#FIELD!,19/09/2021 0:00,Organic,1.740860663,209344.08,2010.9,7475.38,28.36,175939.09,110526.02,58016.87,25.2,23890.35
Southeast,Weekly,#FIELD!,#FIELD!,12/09/2021 0:00,Organic,1.347935596,277918.25,1788.69,8198.77,17.07,232981.86,166313.1,58696.11,50.4,34931.86
Southeast,Weekly,#FIELD!,#FIELD!,31/10/2021 0:00,Conventional,1.101016891,4365795.13,1884188.03,157323.53,3120.67,1153949.7,889165.18,139004.27,48577.11,1167213.2
Southeast,Weekly,#FIELD!,#FIELD!,24/10/2021 0:00,Conventional,1.112569426,4411186.31,1930202.72,164019.98,3574.54,1163198.51,787058.71,277323.57,25292.31,1150190.57
Southeast,Weekly,#FIELD!,#FIELD!,17/10/2021 0:00,Conventional,1.112609228,4432968.74,1941127.69,170436.43,4375.72,1166551.92,811365.64,280122.02,5430.6,1150476.98
Southeast,Weekly,#FIELD!,#FIELD!,10/10/2021 0:00,Conventional,1.153282702,4887951.22,2281765.15,184803.43,4521.3,1097960.03,802420.56,219641.36,6268.5,1318901.32
Southeast,Weekly,#FIELD!,#FIELD!,31/10/2021 0:00,Organic,1.043189972,536756.86,1767.54,6990.7,25.68,375445.63,366310.24,1915.6,0,152527.31
Southeast,Weekly,#FIELD!,#FIELD!,24/10/2021 0:00,Organic,1.103752743,455278.94,1496.67,6738.41,18.64,343073.55,330701.74,4837,0,103951.67
Southeast,Weekly,#FIELD!,#FIELD!,17/10/2021 0:00,Organic,1.12347027,384950.86,1347.28,6920.47,20.76,288881.71,251160.69,29909.01,0,87780.65
Southeast,Weekly,#FIELD!,#FIELD!,10/10/2021 0:00,Organic,1.026892289,395178.61,1670.11,6917.52,2.84,344690.68,278416.18,57782.1,0,41897.47
Southeast,Weekly,#FIELD!,#FIELD!,28/11/2021 0:00,Conventional,1.055189836,4041095.25,1905194.86,134099.85,1772.43,919750.61,726296.12,73055.38,68230.13,1080277.5
Southeast,Weekly,#FIELD!,#FIELD!,21/11/2021 0:00,Conventional,1.115644611,4039093.79,1747631.46,153366.54,2194.78,1053742.81,835428.02,83781.8,73394.74,1082158.2
Southeast,Weekly,#FIELD!,#FIELD!,14/11/2021 0:00,Conventional,1.086163093,4243967.4,1821921.86,163897.79,2218.01,1139864.75,918845.46,85055.12,63949.99,1116064.99
Southeast,Weekly,#FIELD!,#FIELD!,7/11/2021 0:00,Conventional,1.116140412,4182052.34,1816664.93,147351.9,2743.13,1164653.04,951327.9,96809.87,46806.46,1050639.34
Southeast,Weekly,#FIELD!,#FIELD!,28/11/2021 0:00,Organic,1.048917177,369735.72,2430.3,6103.73,0,305338.2,298977.99,993.75,0,55863.48
