Geography,Timeframe,Lat,Lng,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Northern New England,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Organic,1.939149201,15748.48,230.13,476.12,0,13461.29,,,,1580.94
Northern New England,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Organic,1.966109776,14581.45,94.33,489.05,0,12289.02,,,,1709.05
Northern New England,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Organic,1.902688696,15810.46,155.42,403.32,0,13546.02,,,,1705.71
Northern New England,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Conventional,1.454566992,437195.27,162299.14,150945.7,30.88,75598.35,,,,48321.2
Northern New England,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Conventional,1.424689866,457579.63,167424.64,158419.81,10.46,82868.39,,,,48856.33
Northern New England,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Conventional,1.390358177,448155.54,163208.32,156632.84,12.52,84958.35,,,,43343.5
Northern New England,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Conventional,1.40838922,443982.82,166305.68,155990.41,8.35,76077.29,,,,45601.09
Northern New England,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Organic,2.003793866,15621.53,142.53,256.45,0,13524.96,,,,1697.59
Northern New England,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Organic,1.929478291,18019.3,162.71,296.79,1.34,15912.58,,,,1645.89
Northern New England,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Organic,1.956706292,14869.53,123.62,476.23,0,12946.29,,,,1323.39
Northern New England,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Organic,2.037105439,15058.02,180.16,539.75,0,12381.53,,,,1956.58
Northern New England,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Conventional,1.456132481,458124.13,168201.2,159366.57,12.76,82825.29,,,,47718.31
Northern New England,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Conventional,1.139633497,643638.94,276064.76,246510.46,11.41,69853.64,,,,51198.66
Northern New England,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Conventional,1.460097895,456193.8,170674.63,158121.49,25.52,78379.6,,,,48992.57
Northern New England,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Conventional,1.43208247,442988.03,158134.23,144410.4,36.09,98067.8,,,,42339.52
Northern New England,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Organic,2.157266978,14925.62,131.17,247.61,6.69,12911.2,,,,1628.95
Northern New England,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Organic,2.231581597,13446.54,98.53,315.47,1.34,11272.49,,,,1758.71
Northern New England,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Organic,1.918351785,16497.38,99.42,350.05,0,14649.92,,,,1397.98
Northern New England,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Organic,2.000754821,15799.88,159.35,409.82,0,13454.9,,,,1775.8
Plains,Weekly,#FIELD!,#FIELD!,23/01/2022 0:00,Conventional,1.284293231,1810913.41,578016.69,324800.64,1787.62,543673.69,,,,362634.77
Plains,Weekly,#FIELD!,#FIELD!,16/01/2022 0:00,Conventional,1.264119091,1886878.31,536119.93,354942.25,2134.31,631216.24,,,,362465.58
Plains,Weekly,#FIELD!,#FIELD!,9/01/2022 0:00,Conventional,1.213142197,1726734.37,503548.96,351139.7,1579.52,534220.84,,,,336245.36
Plains,Weekly,#FIELD!,#FIELD!,3/01/2022 0:00,Conventional,1.018229638,1950985.34,541724.69,566324.98,2116.42,521507.32,,,,319311.93
Plains,Weekly,#FIELD!,#FIELD!,23/01/2022 0:00,Organic,1.658772812,48018.66,9267.42,1991.68,50.5,31675.32,,,,5033.74
Plains,Weekly,#FIELD!,#FIELD!,16/01/2022 0:00,Organic,1.740967804,51743.33,10444.77,2120.66,16.96,33231.2,,,,5929.74
Plains,Weekly,#FIELD!,#FIELD!,9/01/2022 0:00,Organic,1.628020098,54779.24,13060.53,2001.8,83.69,33209.71,,,,6423.51
Plains,Weekly,#FIELD!,#FIELD!,3/01/2022 0:00,Organic,1.62493365,49345.02,8251.3,2302.95,10.09,30773.68,,,,8006.99
Plains,Weekly,#FIELD!,#FIELD!,20/02/2022 0:00,Conventional,1.206987876,2021018.1,690130.59,373857.13,2098.72,569426.87,,,,385504.47
Plains,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Conventional,1.165925058,2314973.9,785877.51,507030.96,2031.35,610118.63,,,,409915.46
Plains,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Conventional,1.234608765,1835463.52,583443.71,341349.16,2031.92,577252.97,,,,331385.76
Plains,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Conventional,1.256459763,1842460.11,585979.5,306449.02,1719.45,574647.59,,,,373664.55
Plains,Weekly,#FIELD!,#FIELD!,20/02/2022 0:00,Organic,1.674241231,50805.65,8487.35,1792.58,1.83,35520.32,,,,5003.57
Plains,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Organic,1.665734294,50959.57,8744.47,4129.37,0,33272.83,,,,4812.9
Plains,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Organic,1.641781573,50426.78,9247.53,2098.14,20.2,33565.69,,,,5495.23
Plains,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Organic,1.585713245,54380.07,8839.66,2101.85,20.2,37932.56,,,,5485.81
Plains,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Conventional,1.376801712,1795683.89,590877.11,296685.42,1352.03,552165.78,,,,354603.54
Plains,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Conventional,1.404127983,1724575.69,608902.54,266157.94,1231.5,541023.87,,,,307259.84
Plains,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Conventional,1.356631223,1797072.66,614103.05,292760.2,1543.14,556366.05,,,,332300.21
Plains,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Conventional,1.24417765,1918399.01,590164.92,399921.43,3495.82,584600.18,,,,340216.67
Plains,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Organic,1.782684121,51740.53,7685.68,2054.72,0,35123.37,,,,6876.77
Plains,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Organic,1.7694186,57175.53,11378.89,2191.96,0,37852.54,,,,5752.15
Plains,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Organic,1.72937315,48742.71,9737.79,1650.84,0,31870.91,,,,5483.18
Plains,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Organic,1.69983324,52062.17,8681.84,2068.87,0,35704.52,,,,5606.93
Plains,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Conventional,1.477461197,1826120.68,561154.62,289379.42,1346.58,636856.2,,,,337383.86
Plains,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Conventional,1.409838402,1902032.98,624345.17,276054.31,2184.41,650124.77,,,,349324.33
Plains,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Conventional,1.409476258,1871105.29,626452.08,279059.77,1596.14,593946.71,,,,370050.59
Plains,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Conventional,1.418774313,1802220.7,591516.6,274474.47,1261.86,578747.76,,,,356220.01
Plains,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Organic,1.773280962,55662.48,6071.45,1809.41,1.82,41960.31,,,,5819.48
Plains,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Organic,1.732845402,53471.42,5022.39,2111.72,0,40563.78,,,,5773.54
Plains,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Organic,1.736575849,52412.28,4623.91,2060.46,0,39965.37,,,,5762.54
Plains,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Organic,1.732416428,48798.68,3873.14,2100.89,0,37199.76,,,,5624.89
South Central,Weekly,#FIELD!,#FIELD!,23/01/2022 0:00,Conventional,1.07483289,4886704.65,1653500.37,548357.67,68143,1535516.81,,,,1081186.8
South Central,Weekly,#FIELD!,#FIELD!,16/01/2022 0:00,Conventional,1.06718596,5092528.08,1723805.65,493543.36,70219.49,1673659.66,,,,1131299.92
South Central,Weekly,#FIELD!,#FIELD!,9/01/2022 0:00,Conventional,0.996252109,4795388.56,1533911.44,646062.65,67758.49,1485922.69,,,,1061733.29
South Central,Weekly,#FIELD!,#FIELD!,3/01/2022 0:00,Conventional,0.859506893,5306150.57,1656356.87,670286.62,68721.06,1928229.46,,,,982556.57
South Central,Weekly,#FIELD!,#FIELD!,23/01/2022 0:00,Organic,1.456346957,179162.41,32552.47,4479.46,0,121713.34,,,,20417.14
South Central,Weekly,#FIELD!,#FIELD!,16/01/2022 0:00,Organic,1.456067818,155621.56,13710.88,2447.73,0,115288.22,,,,24174.73
South Central,Weekly,#FIELD!,#FIELD!,9/01/2022 0:00,Organic,1.432041651,156538.04,15256.41,2128.29,0,110600.98,,,,28552.37
South Central,Weekly,#FIELD!,#FIELD!,3/01/2022 0:00,Organic,1.441908141,141130.22,14637.41,2484.56,0,98411.88,,,,25596.36
South Central,Weekly,#FIELD!,#FIELD!,20/02/2022 0:00,Conventional,1.022521655,5446539.64,2118394.08,402508.19,32862.06,1573836.46,,,,1318938.85
South Central,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Conventional,0.952527779,6198826.48,2236387.93,491775.21,59036.61,2134934.99,,,,1276691.75
South Central,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Conventional,1.11758425,4924113.88,1729060.69,512718.26,43324.47,1543547.32,,,,1095463.15
South Central,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Conventional,1.111615286,4950732.42,1684465.22,582309.54,75641.89,1480704.07,,,,1127611.7
South Central,Weekly,#FIELD!,#FIELD!,20/02/2022 0:00,Organic,1.595117806,146635.49,12942.87,2907.59,0,110814.67,,,,19970.35
South Central,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Organic,1.52569901,147444.65,14151.95,2825.73,0,109391.66,,,,21075.31
South Central,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Organic,1.477549441,160388.3,15233.38,2602.03,0,119597.2,,,,22955.69
South Central,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Organic,1.455492796,158956.32,23771.13,3294.43,0,114697.16,,,,17193.61
South Central,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Conventional,1.15540804,4818642.04,1678527.69,370946.6,26740.41,1544963.39,,,,1197463.95
South Central,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Conventional,1.174975777,4719031.66,1670186.78,375870.43,24476.75,1526784.59,,,,1121713.11
South Central,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Conventional,1.130951444,4742829.47,1631813.24,443910.69,28194.06,1536318.57,,,,1102592.91
South Central,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Conventional,1.083684467,4813430.22,1688129.66,441760.09,29068.33,1523715.8,,,,1130756.34
South Central,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Organic,1.549200948,148891.74,11030.74,2579.68,0,109003.24,,,,26278.08
South Central,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Organic,1.549942184,141313.25,8838.26,2034.05,0,110798.3,,,,19642.64
South Central,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Organic,1.534551617,141104.41,9618.6,2256.07,0,109113.58,,,,20116.16
South Central,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Organic,1.506386014,151947.58,9264.97,1396.05,0,122021.89,,,,19264.67
South Central,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Conventional,1.203002669,4845766.46,1594815.32,404106.84,24560.53,1752800.71,,,,1069483.05
South Central,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Conventional,1.11875461,5326489.93,1833588.67,388175.9,28022.32,2031299.42,,,,1045403.63
South Central,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Conventional,1.169446582,4984449.71,1922693.96,390505.03,27160.33,1528544.93,,,,1115545.46
South Central,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Conventional,1.152080589,4915401.17,1716872.46,386721.2,26378.76,1661700.24,,,,1123728.5
South Central,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Organic,1.61722983,185903.74,33203.93,3703.23,0,127430.97,,,,21565.61
South Central,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Organic,1.607607307,170264.11,23311.37,3456.98,0,119978.51,,,,23517.25
South Central,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Organic,1.555426483,168881.41,13392.2,2169.9,0,127160.27,,,,26159.03
South Central,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Organic,1.558759048,161079.01,13335.94,2966.82,0,119562.44,,,,25213.82
Southeast,Weekly,#FIELD!,#FIELD!,23/01/2022 0:00,Conventional,1.266365524,4652113.04,2044222.15,169445.85,2952.37,1236302.28,,,,1199190.39
Southeast,Weekly,#FIELD!,#FIELD!,16/01/2022 0:00,Conventional,1.254142283,5039884.41,2191731.68,192234.53,3071.71,1284614.19,,,,1368232.3
Southeast,Weekly,#FIELD!,#FIELD!,9/01/2022 0:00,Conventional,1.206295262,4872135.04,2181869.46,201978.2,2965.04,1216460.45,,,,1268861.89
Southeast,Weekly,#FIELD!,#FIELD!,3/01/2022 0:00,Conventional,1.064581655,5028583.23,2377384.54,185570.4,2792.08,1185332,,,,1277504.48
Southeast,Weekly,#FIELD!,#FIELD!,23/01/2022 0:00,Organic,1.099615818,530498.29,3810.14,7011.84,37.3,449892.2,,,,69746.82
Southeast,Weekly,#FIELD!,#FIELD!,16/01/2022 0:00,Organic,1.109043051,540681.15,2187.8,8429.38,25.08,448122.64,,,,81916.26
Southeast,Weekly,#FIELD!,#FIELD!,9/01/2022 0:00,Organic,1.065466257,571535.42,2023.68,7338.27,50.21,458597.13,,,,103526.11
Southeast,Weekly,#FIELD!,#FIELD!,3/01/2022 0:00,Organic,1.099630888,507215.2,1810.4,6576.38,11.1,375870.58,,,,122946.75
Southeast,Weekly,#FIELD!,#FIELD!,20/02/2022 0:00,Conventional,1.26515053,4818641.03,2245035.62,145772.07,2405.48,1123344.28,,,,1302083.58
Southeast,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Conventional,1.167466538,6117369.59,3060721.46,195199.83,2462.64,1172364.57,,,,1686621.1
Southeast,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Conventional,1.286641023,4943836.13,2247816.69,182101.78,2377.44,1274089.83,,,,1237450.38
Southeast,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Conventional,1.286320655,4735824.94,2108458.87,173123.03,2230.61,1253006.81,,,,1199005.62
Southeast,Weekly,#FIELD!,#FIELD!,20/02/2022 0:00,Organic,1.202686783,535166,2775.81,5430.9,153.3,430419.22,,,,96386.77
Southeast,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Organic,1.111778748,554854.22,2456.53,5502.6,61.63,477258.95,,,,69574.51
Southeast,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Organic,1.145619454,503374.75,2421.18,6316.14,153.15,420414.55,,,,74069.73
